时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月25日 22:52,4464754649057880,浙江体育最前线,7349267228,2,3,13,"
                    #家庭版抗疫措施怎么做# 新年运动处方！钟南山：强身健体抵御新冠肺炎！增强抵抗力！ ​                ",0
2020年01月25日 22:51,4464754632472506,内蒙古日报,3919603060,1,7,9,"
                    【转发，学起来！#家庭版抗疫措施怎么做#】在家中如何预防肺炎？武汉协和医院的夏教授和他儿子、学生一起拍摄了一支视频，手把手指导大家做预防措施，戳视频⬇️@生命时报  L生命时报的微博视频 ​                ",1
2020年01月25日 22:51,4464754615645228,云上深夜快递,6891231323,0,0,0,"
                    【成都人社：因履职感染新型冠状病毒者 及时认定为工伤】#抗击新冠肺炎 成都在行动#25日，记者从成都市人社局获悉，成都市人力资源和社会保障局、成都市财政局、成都市卫生健康委员会联合发布《关于做好因履行工作职责感染新型冠状病毒肺炎的医护及相关工作人员有关保障问题的通知》指出，对于参与新型冠状病毒感染的肺炎疫情防控处置的医护、防疫等有关工作人员因履行工作职责而感染新型冠状病毒肺炎的，要及时认定为工伤。具体内容包括:一、认真做好工伤认定工作。对于参与新型冠状病毒感染的肺炎疫情防控处置的医护、防疫等有关工作人员因履行工作职责而感染新型冠状病毒肺炎的，要按照《人力资源社会保障部 财政部 国家卫生健康委关于因履行工作职责感染新型冠状病毒肺炎的医护及相关工作人员有关保障问题的通知》（人社部函〔2020〕11号）规定，及时认定为工伤。二、切实做好工伤医疗救治工作。依法保障工伤职工享受工伤医疗救治等工伤保险待遇权利。对于感染新型冠状病毒肺炎的工伤职工救治使用的国家卫生健康委《新型冠状病毒感染的肺炎诊疗方案》所涵盖的药品和诊疗项目以及使用有关住院服务设施费用，纳入工伤保险基金支付范围。三、切实做好工伤保险服务工作。市人社局工伤处安排专人负责疫情期间的工伤保险政策宣传，落实信息收集和报送等工作。市和各区（市）县人社部门遇有感染新型冠状病毒肺炎相关的工伤申报案件，要开辟工伤认定和劳动能力鉴定绿色通道，提供优先服务，缩短办理时限，要积极指导工伤保险经办机构落实工伤保险待遇，并及时逐级上报有关处理情况。同时，积极配合有关部门，畅通信息渠道，收集因防控疫情出现的工伤情形等信息。（听堂FM） 收起全文d
                ",18
2020年01月25日 22:51,4464754615635523,阿龟龟有壳,1821444177,49,31,596,"
                    向奋战在一线的医务工作者致敬！晚安抄送@微博书法#万众一心抗击新冠肺炎##书写的力量##书画新浪潮# ​​​ L阿龟龟有壳的微博视频 ​                ",2
2020年01月25日 22:51,4464754611431677,用户6440124339,6440124339,0,0,0,"
                    转 // #看点快报# 《全国新型肺炎确诊1287例 死亡增至41例》全国新冠肺炎确诊1287例 死亡增至41例 O网页链接 ​                ",-2
2020年01月26日 01:57,4464801243970081,中国新闻周刊,1642512402,59,27,461,"
                    【#武汉病毒核酸日检测量预计可达2000份#】目前武汉市已确定2家疾病预防控制机构（省、市疾控中心）、9家医疗机构（同济医院、协和医院、省人民医院、省中南医院、市第一医院、市中心医院、市第三医院、市金银潭医院、市肺科医院）、2家专业机构（中科院武汉病毒所、深圳华大基因科技有限公司）开展新冠肺炎病原学检测，病毒核酸日检测量预计可达2000份。随着疫情发展，根据需要，全市会有更多符合条件的医疗机构和专业机构开展新冠肺炎病原学检测，将极大提升新冠肺炎的检测及诊治能力。@人民日报 收起全文d
                ",11.0
2020年01月26日 01:56,4464801151019798,哪na,1655070940,0,0,11,"
                    #万众一心抗击新冠肺炎#天佑我炎黄子孙，一定会众志成城，打赢这场疫战的。能去留在湖北的每一个人，都是英雄 ​                ",5
2020年01月26日 01:56,4464801059390272,广林子MAPH,6073034294,4,0,18,"
                    【大河报】河南新增新冠肺炎确诊病例23例2020年1月24日0-24时，8市(县)报告新型冠状病毒感染的肺炎新增确诊病例23例。平顶山市、新乡市、南阳市、驻马店市、固始县为报告首例确诊病例。其中：平顶山市1例、新乡市1例、南阳市8例、驻马店市2例、固始县1例。其他地市新增确诊病例中，郑州市3例、周口市3例、信阳市4例。截至1月24日24时，河南省卫生健康委收到省内11市(县)累计报告新型冠状病毒感染的肺炎确诊病例32例，重症病例5例，无死亡病例。其中：确诊病例中，郑州市6例、洛阳市1例、平顶山1例、新乡1例、三门峡市1例、南阳市8例、信阳市5例、驻马店市2例、周口市4例、巩义市2例、固始县1例;重症5例。目前追踪到密切接触者698人，已解除医学观察15人，诊断为疑似感染1人，尚有682人正在接受医学观察。 2濮阳 收起全文d
                ",2
2020年01月26日 01:56,4464800996198562,洋蔥頭尛姐姐,1901345833,31,0,25,"
                    #汕头确诊首例新冠肺炎# 坐标金平 哪里还有口罩买一个两个不嫌少 几十一百会更好 ​                ",-1
2020年01月26日 01:56,4464800970664847,遠辰连山黛,1800276415,0,0,0,"
                    今晚听说某亲戚（也是七八十岁了）过几天要来爷爷奶奶家拜年，我大惊失色，我妈竟然还要去给他们准备饭菜。先做老妈工作，把爸妈拉到统一战线上。然后去奶奶家一番“高情绪化”劝说，说明严重性，还拿出了网上的“少吃一顿饭，亲情不会淡”这些话，奶奶和家人都是通情达理的人，劝说还算顺利。看着奶奶打电话给亲戚让他们在家好好休息别串门，我这颗心才放下。希望所有的大人们中老年人都能听听孩子们的劝，为自己为家人为社会好好保护自己。❤️#抗击新冠肺炎关注独居老人# 收起全文d
                ",15.0
2020年01月26日 01:55,4464800928977703,浅笑心柔98115,7378978305,0,0,0,"
                    #湖北累计报告新型肺炎病例729例##首个新冠病毒检测试剂盒通过检验#可以早些知道，好好的预防这种疾病，让健康多一点，疾病少一点。加油吧！ O首个新冠病毒检测试剂盒通过检验，对疫情控制能起到哪些作用? ​                ",4.5
2020年01月26日 01:55,4464800790590423,桑桑落落,2424366471,0,0,0,"
                    除夕吃罢年夜饭，再三再四叮嘱了妈妈近期不得出门后，回自己家。到家后和小姑娘在微信里聊着天守岁，我跟她形容刚才的一路上“像走在阴间，偶尔见到个鬼影子，路灯是那种鬼火红”。这是从未经历过的一个特别的春节，我说，安稳度过的话，以后你可以拿来跟儿子吹吹牛皮。大年初一的上午，躺在床上刷微博，刷了一会儿决定取消次日去你父母家拜年的约定，你妈妈表示完全理解。本来下午想在电脑上做点事情，可是全无心思。反正一时半会儿开不了工了，懈怠懈怠也没关系。打开淘宝，下单了猫粮和口罩，但是不知何时才能发货。又点开年前承诺春节不打烊的每日优鲜，寻思着囤点吃的喝的，结果页面一片空白，我还以为手机断网了，刷新两次，才确定它就是啥也不卖了。持续关注疫情，看各种文章和报道，数次落泪，因感动，因敬佩，因愤恨，因难过。最让我伤感的是一位武汉老爹，去药店想用十元钱买三个口罩，遭拒，要买必须花七八十块买整包的。大灾大难之中，我们永远不知道有多少个体因为孤苦贫弱被悄无声息地舍弃了。当然，那也可能正是我本人。如果身在已封之em class=""s-color-red"">新冠肺炎，无论我有幸及时得到收治还是不得不强撑病体每天去医院打针挂水，家中老小六口，谁来照料？万一不治呢？说实话，我后悔养猫，而且养了这么多。最初只有花米一个还好办，却为了给它作伴抱来了黑米，又由于饲喂了流浪的玉米而收留了它的三个橘娃娃。它们全都温顺可爱，并不难养，然而我给它们的这个家，生态太脆弱了！你走以后，我在最厌弃人生的时候依然无比惜命，上有老下有小，二十年内，我都没有资格生重病，更没有资格死。然而这是谁都保证不了的，惟有祈求上苍眷顾。我想亲自送走每一个依赖着我的生命，以前，我若先行一步，还有你可以托付，现在，他们只有我，我只有我自己。钟南山院士呼吁大家在家自我隔离两周，这是对疫情控制最有利、对国家经济影响最小的做法，然而目前还没有延长春节假期的官方消息，但愿高层决策者是长了脑子的。想想就担忧，17年前我们靠这位院士，如今我们还是靠这位耄耋之年的院士，那么下一次呢？ 收起全文d
                ",7.0
2020年01月26日 01:52,4464800019083848,Agni-Lan,5834826249,0,0,0,"
                    桂林一天加了5个，有4个是武汉的。你们这帮得了病的武汉人一天到晚在想些什么？都说这次的敌人是“新冠”而不是“武汉人”，但由现在的情况来看能不骂骂你们武汉人吗？都想赶着封城前“逃”出来，还真以为逃离了武汉就是逃出生天了？大过年的别怪我咒人，你们身上有病还到处乱跑，命卒那只是分分钟的事。别以为“桂林山水甲天下”能帮到你们什么，“山水甲天下”不是你们这帮危险分子的保命符。再者，无论是在武汉工作还是刚从武汉游玩回来的，请你们不要再瞎几把跑。如果回来了，自觉在家里自闭15天，大街上欢迎的不是刚回来的你们，而是自觉关门观察15天确认无异常后的你们。#广西新增新冠肺炎病例10例##全国确诊新型肺炎病例# 收起全文d
                ",-2.0
2020年01月26日 01:50,4464799650171288,天亮前我认真的,2502183702,3,1,4,"
                    目前看到新冠肺炎最合理的称呼是：野味肺炎。希望官方媒体和以后的历史书上采用这个名字，以后哪怕是想尝试吃野味的人，都可以先想想这个肺炎的来历。 ​                ",9.0
2020年01月26日 01:49,4464799326614547,渭南光头姚,5522859619,0,1,0,"
                    转存！新冠肺炎防控知识手册O网页链接 ​                ",0
2020年01月26日 01:48,4464799163028846,Phoenix959,6324963397,1,0,1,"
                    #万众一心抗击新冠肺炎#那些天价卖口罩发国难财的，你们还配做个人吗？？？还原料涨价，快递赚钱？？？emmm，听闻人家要捐口罩的找的某厂家要价几十一个，几十万的生产量，成十倍的涨真是有脸，也是敢要。这些可好，人家就不想让你发国难财，想捐物资都捐不上。求求你们做个人吧！原本的钱就当行行好不行吗？这都没让你掏钱捐。就是不回馈社会，也不用这个时候趁火打劫吧。咋的国家灭亡了还能有你是咋的这钱赚手里不烫手嘛？？这节骨眼上大家都众志成城的抗疫情，有钱捐钱有物捐物，没啥本事的老百姓都知道在家呆着不串门，不给国家添麻烦。一线医护人员甚至赌上了自己的生命，某些黑心企业就只知道想钱。💚💚💚大过年的，祝一线奋战的医护人员安康💛💛，祝良心企业事业兴隆蒸蒸日上💜，祝大家都幸福安康💙！武汉加油！中国加油！❤️❤️❤️最后，祝黑心企业早日倒闭 收起全文d
                ",14.0
2020年01月26日 01:47,4464798844905544,PH等于_,5167586580,0,0,25,"
                    #万众一心抗击新冠肺炎#不再给各地添乱就是最好的帮助，希望从武汉来津的人们，自觉去检查，别藏着掖着，大家都早点好才是正事儿，这种时候就不要自私了，也别上街当祸害 ​                ",1
2020年01月26日 01:47,4464798743791630,杨二郎家花满夕,6316645544,4,0,1,"
                    这几天新冠肺炎感染者越来越多，离我们越来越近。全国百姓诚惶诚恐，沸沸扬扬。宛如一部现实版的生化危机。 ​                ",-6.0
2020年01月26日 01:47,4464798680700828,南宁晚报,2685336121,24,5,49,"
                    【南宁报告1例新冠肺炎确诊病例，25日广西新增确诊病例10例，累计33例】26日凌晨1时，记者从自治区卫生健康委获悉，1月25日0-24时， 广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例 、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例 。目前追踪到密切接触者337人，正在接受医学观察327人。根据《中华人民共和国传染病防治法》《广西壮族自治区突发公共卫生事件应急预案》 等有关法律法规的规定，为加强全区新型冠状病毒感染的肺炎疫情防控工作，有效遏制新型 冠状病毒感染的肺炎疫情蔓延，切实保障人民群众的身体健康和生命安全，自治区决定于1 月24日23时起，启动重大突发公共卫生事件I级响应；成立由自治区党委、政府主要领导担 任组长的疫情防控工作领导小组和指挥部，依法依规、全力以赴做好各项疫情综合防控工作 。专家提醒，咳嗽、讲话、打喷嚏时产生的飞沫是很多病毒的重要传播载体。疫情存续期间，广大群众尽可能减少外出活动，如必须外出，务必注意个人防护，戴好口罩。已在外的旅客，注意饮食、饮水卫生，保证充足睡眠，不要碰触活禽(鸡、鸭等)和野生动物。出现发热、咳嗽、咳痰、乏力等症状，请立即戴上口罩到当地定点医疗机构就诊。患者信息：患者鄢某某，女，67岁，孝感人。2020年1月17日曾在武汉停留1天，1月18日从武汉飞至南宁探亲。因低烧、咳嗽等症状于1月24日上午到广西中医药大学第一附属医院就诊，当晚转入市级定点救治医院隔离治疗，病情稳定。已有密切接触者21人正在接受医学观察，其余密切接触者正在加紧追踪。O南宁报告1例新冠肺炎确诊病例，25日广西新增确诊病例10例，累计33例 收起全文d
                ",9
2020年01月26日 01:46,4464798571770460,薛之谦的小阿慧,5798219728,0,0,6,"
                    #全国确诊新型肺炎病例# 广西全国落后都是排名的，为什么要逃离武汉来广西，医疗水平落后武汉真的太多了！难道都不知道现在全国各地传染流感的专家都去武汉了么？很多地方市都是只有一个定点医院，广西过年传统又重视，老人特别多，观念也落后。求求武汉的大哥大姐们，看清现实，别逃离了武汉来广西，结果病情加重还没有药治。请不要传播病毒了！#广西新增新冠肺炎病例10例# 2钦州 收起全文d
                ",-3.0
2020年01月26日 01:46,4464798487990213,crimson_lakeside,1712356985,0,0,0,"
                    说SARS的传染力是1个人传染100个，新冠肺炎的传染力更大，毒性要小一些，这个数字是多恐怖，有点现实版僵尸电影的感觉了。 2唐山·祥荣里小区 ​                ",-2.0
2020年01月26日 01:45,4464798232351076,前行之力量,1740178403,0,0,0,"
                    专家组副组长感染新冠肺炎竟在家里治愈了，他是这么做到的O专家组副组长感染新冠肺炎竟在家里治愈了，他是这么做到的 ​                ",0
2020年01月26日 01:45,4464798190674363,叶檀,1233227211,57,32,663,"
                    境外走捐赠的途径最快，必须符合医用标准，有证照【武汉海关：#用于新冠肺炎的捐赠物资随到随放马上使用#，紧急情况可先登记放行】 1月25日，武汉海关发布《关于用于新型冠状病毒肺炎疫情防控和治疗的进口捐赠物资办理通关手续的公告》，简便通关手续。《公告》称，肺炎疫情的捐赠物资快速通关，随到随放马上投入使用，紧急情况可在海关先登记放行，再按规定补办相关手续。捐赠人、受赠人或使用人可在捐赠物资申报前，联系武汉海关通关服务热线，咨询相关事宜。 收起全文d
                ",14
2020年01月26日 01:43,4464797850334430,姑获鸟萨克斯,5170984155,12,0,10,"
                    #意大利出现新冠肺炎疑似病例# 为什么腾讯实时显示确诊???????????? 2意大利 ​                ",0
2020年01月26日 01:43,4464797812272150,2019萍水相逢2020,7351340737,0,0,0,"
                    #你能我能武汉能#关于关爱抗击新冠肺炎疫情前线 医护人员及其未成年子女的倡议书 O关于关爱抗击新冠肺炎疫情前线 医护人员及其未成年子女的倡议书 ​                ",5
2020年01月26日 01:43,4464797783484620,玄古弑梦,5221221989,1,0,1,"
                    #武汉加油##享梦游##武汉新冠肺炎社会捐赠方式#  转载：由泰国导游捐赠，领队们辛辛苦苦带回来，结果你们这帮不要脸的微商还盗图说你们老板买的，真心凉。恶心，做人没底线这些垃圾真的无耻至极​​​ 2珠海 ​                ",-2.0
2020年01月26日 01:43,4464797753950627,广西日报,3514732862,148,31,1205,"
                    #广西抗击新型肺炎#【最新！桂林新增5例新冠肺炎确诊病例，累计11例！患者详情公布↓】1月26日凌晨，广西壮族自治区卫生健康委发布通报，桂林市新增5例新型冠状病毒感染的肺炎确诊病例。截至目前，桂林新冠肺炎确诊病例累计11例。患者详情公布：患者余某，女，67岁，武汉市人，1月22日到达桂林，1月23日作为密切接触者进行隔离医学观察，1月24日出现发热等症状并收入到南溪山医院，25日经市疾控中心实验室检测新型冠状病毒核酸阳性，目前病情稳定。患者李某，女，12岁，武汉市人，1月22日到达桂林，1月24日出现发热等症状并收入到南溪山医院，25日经市疾控中心实验室检测新型冠状病毒核酸阳性，目前病情稳定。患者朱某，女，41岁，武汉市人，1月22日到达桂林，1月24日出现发热等症状并收入到南溪山医院，25日经市疾控中心实验室检测新型冠状病毒核酸阳性，目前病情稳定。患者周某（为1月24日确诊患者的密切接触者），女，31岁，全州县人，常住南宁，1月20日曾与确诊患者共同进餐。1月24日出现发热等症状，收入全州县人民医院隔离治疗，25日市疾控中心实验室检测新型冠状病毒核酸阳性，目前病情稳定。患者胡某，女，47岁，武汉市人，1月23日自驾到达我市阳朔县，1月25日收入阳朔县人民医院隔离治疗，25日市疾控中心实验室检测新型冠状病毒核酸阳性，目前病情稳定。目前，患者均在定点医院隔离治疗，密切接触者正在接受医学隔离观察。 收起全文d
                ",2
2020年01月26日 01:43,4464797745927984,糖炒栗子我超甜,2918377343,0,0,11,"
                    #万众一心抗击新冠肺炎#真的第一次觉得微博热搜还是八卦的好🙏每次看到实时热搜，紧张害怕欣慰心寒，想要做点什么，却又好像只能保证自己不添乱，武汉这个宝宝犯了错，但是已经知道错了，真希望一觉醒来能有疫苗可控制了🙏 ​                ",3
2020年01月26日 01:42,4464797666437752,徐闹闹Zzz,6518157687,0,0,0,"
                    #万众一心抗击新冠肺炎#刷了两天微博关注疫情，希望尽快控制住🙏🏻 ​                ",2
2020年01月26日 01:42,4464797628620703,马维维,7341453980,0,0,0,"
                    请相信政府！110年前我们能攻克世界难题鼠疫，而且那时候条件恶劣程度无法想象，现在我们面对新冠肺炎，也会很快拿下。 ​                ",0
2020年01月26日 01:41,4464797401840505,草草7858,6764417209,0,0,0,"
                    宁夏新增新冠肺炎1例 新增疑似病例1例 O网页链接 ​                ",0
2020年01月26日 01:41,4464797326458721,大河报,1734530730,8,5,33,"
                    【广州黄埔通报#副局长疑染新冠肺炎#：待复核，3名家人确诊】1月25日晚，针对网传广州黄埔区城管局副局长尹某疑感染新型冠状病毒一事，广州市黄埔区卫生健康局官方微博@广州市黄埔区卫生健康局 通报称，1月19日，尹某岳母从武汉来到广州。目前，尹某的三名家人已确诊新型冠状病毒肺炎，尹某初筛结果为可疑阳性，正等待复核结果。详情→O广州黄埔通报“副局长疑染新冠肺炎”：待复核，3名家人确诊 收起全文d
                ",4
2020年01月26日 01:38,4464796458309711,福顺与四平,1715609090,0,0,0,"
                    今天因为新冠肺炎在世界中心呼唤爱与和平的人，前两天可能还在用另一种烈性传染病病毒称呼一个TA讨厌的群体。互联网世界何其吊诡。 ​                ",0.0
2020年01月26日 01:38,4464796429158594,桂林房市资讯,2494298725,13,3,29,"
                    #最新疫情地图#最新！桂林新增5例新冠肺炎确诊病例，累计11例！其中全州3例阳朔恭城永福各1例 ​                ",2
2020年01月26日 01:38,4464796428915413,江北检察,2972503342,0,0,0,"
                    #通报# 【我市加快新冠肺炎病原学检测】据武汉市卫生健康委员会： 规范采集、转运新冠肺炎（新型冠状病毒感染的肺炎）疑似病例的痰液、咽拭子、下呼吸道分泌物等标本，及时进行病原学检测，根据检测阳性结果快速确诊病例，对于早发现、早诊断、早隔离、早治疗，以及减少病人流动、避免交叉感染、防止疫情扩散、缓解心理压力等具有极其重要的意义。我市在前期主要依靠疾病预防控制机构开展病原学检测的基础上，扩大了医疗机构实验室检测的覆盖面，要求凡是具备PCR检测能力的符合条件的三级甲等医院都开展病原学检测，同时选择专业机构参与病原学检测。目前，全市已确定2家疾病预防控制机构（省、市疾控中心）、9家医疗机构（同济医院、协和医院、省人民医院、省中南医院、市第一医院、市中心医院、市第三医院、市金银潭医院、市肺科医院）、2家专业机构（中科院武汉病毒所、深圳华大基因科技有限公司）开展新冠肺炎病原学检测，病毒核酸日检测量预计可达2000份。随着疫情发展，根据需要，全市会有更多符合条件的医疗机构和专业机构开展新冠肺炎病原学检测，将极大提升新冠肺炎的检测及诊治能力。 收起全文d
                ",17.0
2020年01月26日 01:35,4464795728314322,江北检察,2972503342,0,8,17,"
                    #发热咳嗽非新冠肺炎唯一首发症状# 【感染“新型冠状病毒”后有哪些症状？如何处理？】L安阳日报的微博视频  ​​​                ",-2
2020年01月26日 01:34,4464795531031527,是被抱着的小猫咪吖,6349727319,0,0,1,"
                    #万众一心抗击新冠肺炎#反正我是挺爱国的 ​                ",1.5
2020年01月26日 01:34,4464795526830408,芒果动听,6821126537,1,0,0,"
                    #新冠肺炎最新动态#【武汉病毒核酸日检测量预计可达2000份】目前武汉市已确定2家疾病预防控制机构（省、市疾控中心）、9家医疗机构（同济医院、协和医院、省人民医院、省中南医院、市第一医院、市中心医院、市第三医院、市金银潭医院、市肺科医院）、2家专业机构（中科院武汉病毒所、深圳华大基因科技有限公司）开展新冠肺炎病原学检测，病毒核酸日检测量预计可达2000份。随着疫情发展，根据需要，全市会有更多符合条件的医疗机构和专业机构开展新冠肺炎病原学检测，将极大提升新冠肺炎的检测及诊治能力。@人民日报 收起全文d
                ",12.0
2020年01月26日 01:34,4464795476401883,格子控stylist,5370951861,0,0,0,"
                    #万众一心抗击新冠肺炎##新型肺炎症状#真的希望明天一早起来全部的人已经治愈！我还是希望热搜是只有明星演员占据着 这种事情赶紧过去全国人民加油！！！ ​🙏🙏🙏🙏🙏🙏 ​                ",2
2020年01月26日 01:34,4464795443402358,其实我姓敬,1744135914,3,0,13,"
                    #中国马蹄蝠# 真是过的最糟心的一个年了。希望这次事件过后zf能下令彻底关停各地野味交易市场，对非法交易的抓住更要严惩不贷。一次非典一次新冠肺炎，希望也能让你们这些吃野味的人彻底醒悟，吃吃吃吃吃，让所有人为你们买单，良心过得去吗？那么多人遭受病毒的折磨甚至失去生命，如果再不重视，大自然还会继续报复人类的。已经经历过两次，不想再有第三次！希望我们都能永远平安健康🙏 收起全文d
                ",0.0
2020年01月26日 01:34,4464795434997340,江北检察,2972503342,1,0,14,"
                    #春节168小时##我在岗位上#【已有多人被拘留！浙江警方提醒：对新冠肺炎疫情不造谣、不信谣、不传谣】当前，新型冠状病毒感染肺炎疫情牵动着全国人民的心，社会各界纷纷投入抗击疫情的行动中。但有一些网民在未经核实的情况下，在网络上发布、转发不实信息，甚至制造传播谣言，造成不良社会影响。近日，公安机关依法查处宁波、温州、金华等地多起网上故意制造传播谣言的违法行为，采取行政拘留等措施。 收起全文d
                ",-4.5
2020年01月26日 01:33,4464795346625898,你别憋屁阿,5092435579,0,0,11,"
                    家中有武汉回来的或者接触过的一定要上报！藏在家里是害人害己！上报得到了关注就算出现了症状了也能得到及时的治疗！藏在家里只能害人害己 如果感染了不上报藏起来除了等死和害自己的家人朋友没有任何益处！！一定要明白事情的重要性！#全国确诊新型肺炎病例##广西新增新冠肺炎病例10例# ​                ",10
2020年01月26日 01:32,4464795035968489,鱼丸粗面只要鱼丸,2639404992,0,0,0,"
                    多希望一觉醒来，就能看到热搜，针对新冠肺炎有特效药了，有疫苗了，上天一定要保佑我们啊，度过难关❤️ ​                ",7.0
2020年01月26日 01:31,4464794683476306,手机用户2968738715,2968738715,0,0,0,"
                    【新闻聚焦】山西省卫健委：新增确诊新冠肺炎病例5例 累计确诊6例 O【新闻聚焦】山西省卫健委：新增确诊新冠肺炎病例5例 累计确诊6例 ​                ",2
2020年01月26日 01:30,4464794533220171,你是颗丑星星吗,2300129917,6,0,20,"
                    一天之间又增加了10例广西已经33例了，桂林就有11例了，求求各位武汉人近期不要来桂林旅游了吧之前来了的请自行隔离，不要乱跑了发热了赶紧去发热门诊，我们这边医疗条件真的比不过外边本城市的人真的慌死了，特别是有些农村还不怎么在意的，经不过这种折腾#广西新增新冠肺炎病例10例##全国确诊新型肺炎病例# 收起全文d
                ",1.5
2020年01月26日 01:29,4464794315185515,雪落寒凉Z,3769963200,0,0,1,"
                    #共渡难关武汉加油##武汉肺炎# 每天打开手机希望看到的消息都是，新冠病毒已经得到控制，药物已成功研发出来。武汉加油！中国加油！我们一直在等好消息，等到那天，才是举国欢庆，才是迎来了真正的“过年”！ ​                ",8
2020年01月26日 01:29,4464794259841201,如意小猪包,6212252705,11,0,25,"
                    我们桂林太难了，一下子广西第一，小破地而已真是遭罪啊。还有23号来自驾游的武汉人，你到底咋想的，我们桂林风景虽然好也不至于你要豁出命吧，跑到阳朔小县城去什么居心哦？这下子一家全感染了，还不知道要传染给多少人。真的哭了，桂林加油啊，感谢一线医护人员，后勤人员，政府机关工作人员。加油加油啊！一定会好的！#广西新增新冠肺炎病例10例# 收起全文d
                ",8.0
2020年01月26日 01:28,4464794125885613,痴凭,3616611174,0,0,0,"
                    南宁职业技术学院工商专业#广西新增新冠肺炎病例10例# 南宁1例，广西33例了，加油啊！！！大家尽量不要出门，出门要戴口罩，勤洗手，多通风 ​                ",1
2020年01月26日 01:28,4464793958475423,年糕红豆汤儿,5975266320,0,0,4,"
                    零点三十八发现黄石市新冠性肺炎微博热搜第14 然后在十分钟内到第十 到第四 最后到第二  刚刚发现走饭生前最后一条微博在12月 16日被删除 妈妈昨天说等过两天天气晴了 就可以去买忘买的东西了 今天我们也要面临被封 昨天看了武汉封城日记  大家都在尽力做对的事 努力让我们生活的城市和家维持秩序 收起全文d
                ",6
2020年01月26日 01:27,4464793878602345,潮州同城生活圈,1974073460,1,1,13,"
                    【许友文教您正确佩戴口罩】  你们要的许友文老师戴口罩的视频来了 快分享给你们的亲戚朋友吧（视频来源 汕头橄榄台）  L汕头头条的微博视频  #汕头确诊首例新冠肺炎#  ​​​                ",4
2020年01月26日 01:27,4464793819641122,追逐在梦的路上,2478693875,0,5,0,"
                    #湖北累计报告新型肺炎病例729例##首个新冠病毒检测试剂盒通过检验#首先这个东西必然会造成感染人数数据爆发式增长，但这是好事，即确诊了感染者让他们住院也让普通感冒放心，能明确感染者了就能控制扩散，就能集中治疗，就能消灭病毒。 O首个新冠病毒检测试剂盒通过检验，对疫情控制能起到哪些作用? ​                ",12
2020年01月26日 01:26,4464793609823216,雪忆08年,1695330767,2,0,0,"
                    待在乡里，儿子已熟睡，在全国抗击新冠肺炎的春节当头，在万籁俱寂的黑夜里，回望生活里出现的人，审视自己，辗转反侧。静好的岁月里期盼有意义一点，波折的生活里企盼静好，究竟不能贪婪地同时拥有。人越大越孤单，中年的负重前行，孩子的悄然成长，时间就在不经意间滑走了。无法把控的东西太多，还是做好自己比较实在。 收起全文d
                ",19.5
2020年01月26日 01:26,4464793518196372,唯一的梦想是混吃等死,5790025594,1,0,7,"
                    #广西新增新冠肺炎病例10例# 南宁怎么也沦陷了拜托别再涨了🙏🏻 🙏🏻 🙏🏻 🙏🏻 ​                ",-1
2020年01月26日 01:26,4464793429558572,爱滢宝宝,5724796021,21,0,47,"
                    #万众一心抗击新冠肺炎#一晚上都在刷微博。眼睛都疼了。可是却想时时刻刻地知道消息。因为我在担心全世界的人民的安全。这场灾难什么时候才能结束。 ​                ",3
2020年01月26日 01:25,4464793345581703,渣男不会失望,5594419616,8,0,12,"
                    (桂林脏话)#广西新增新冠肺炎病例10例# 2桂林 ​                ",0
2020年01月26日 01:25,4464793253318468,潮州同城生活圈,1974073460,1,1,2,"
                    【#医生详述新冠肺炎治疗过程#：绝大部分患者能治愈】1月23日，武汉中南医院共收治16个重症新冠型肺炎病人，医院设立了专门隔离区。重症医学科主任彭志勇称目前虽没有好的药物治疗，但70%患者都很轻微，绝大部分可被治愈。希望市民做好防护工作，不要恐慌。@一手Video L一手video的秒拍视频 ​​​ 收起全文d
                ",4.0
2020年01月26日 01:24,4464793081520472,陕西农村报,2883169092,0,0,0,"
                    #新冠肺炎最新动态#【48小时改建！#湖北黄冈建小汤山医院# 1月27日投入使用】1月25日，500余名施工人员、10余台工程机械车出现在大别山区域医疗中心，此处将在48小时内改造成黄冈版“小汤山医院”，设立1000余张床位，集中收治发热病人，确保1月27日投入使用。此前，黄冈已确定13家定点医院和29个发热门诊。（湖北日报）O湖北又一市建“小汤山”医院！1月27日投入使用！ 收起全文d
                ",3
2020年01月26日 01:24,4464792976723277,karry-wa,6120614334,0,0,0,"
                    #最新疫情地图##云南新增新冠肺炎3例# 怎么突然间就飙升这么快 ​                ",1
2020年01月26日 01:23,4464792888973045,小蚂蚁_yuki_,3472452574,0,0,1,"
                    17年前的非典我一点都不害怕因为那时候我还是个孩子17年后的新冠肺炎我却非常害怕因为我已经有了孩子平安健康就好！🙏🏻 ​                ",-1.5
