时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月01日 10:08,4.45587E+15,中国经营报,1650111241,10,9,34,"
                    【#武汉华南海鲜批发市场休市整治# 商户陆续撤离】2020年1月1日一大早，此前发现肺炎疫情病例的武汉华南海鲜批发市场商户迎来了一纸休市整治公告。公告由武汉市江汉区市场监督管理局和卫生健康局联合发出，结合肺炎疫情通报情况，决定对市场实行休市，整治环境卫生。据《中国经营报》记者了解，接到休市整治通知后，商户已开始陆续撤离，何时重启尚未可知。（本报记者张家振 武汉报道 ）#武汉发现不明原因肺炎# #武汉不明原因肺炎已做好隔离# 收起全文d
                ",7
2020年01月01日 12:56,4.45591E+15,每日经济新闻,1649173367,88,67,579,"
                    【武汉发现不明原因肺炎追踪：#华南海鲜批发市场休市整治卫生#】2019年12月30日起，武汉市最大的海鲜批发市场华南海鲜批发市场陆续出现不明原因肺炎病人，根据当地卫健委最新披露，7人病情严重，绝大多数患者出自华南海鲜市场。2020年第一天，《每日经济新闻》记者现场采访了解到，海鲜市场从今日起休市整治。 （@NBD视频)LNBD视频的微博视频 收起全文d
                ",0
2020年01月01日 12:52,4.45591E+15,中国经营报,1650111241,20,15,66,"
                    【#武汉发现不明原因肺炎# ：#华南海鲜批发市场休市整治卫生# 】2020年1月1日，武汉华南海鲜批发市场商户已接到休业整治通知。《中国经营报》记者在现场看到，大部分商户已关门停业，还有部分商户在整理打包，准备撤出。多位商户告诉记者，今天L第1眼视频的微博视频 #武汉华南海鲜批发市场休市整治# 收起全文d
                ",1
2020年01月01日 12:39,4.4559E+15,21世纪经济报道,1651428902,21,15,52,"
                    【#华南海鲜批发市场休市整治卫生# 不明原因肺炎原病体研究仍在进行】武汉某著名三甲医院有关负责人告诉本报记者，目前可以确定的是，此次武汉病毒性肺炎是由华南海鲜市场商户感染病毒而来，不排除是鱼身上携带的病菌传到人身上，但具体原因仍待检查研究。详戳>>O武汉华南海鲜批发市场休市整治 不明原因肺炎原病体研究仍在进行 ​                ",2
2020年01月01日 13:39,4.45592E+15,新浪湖北,2049389352,15,13,23,"
                    #湖北武汉发现不明原因肺炎#【#华南海鲜批发市场休市整治卫生# 现场张贴官方公告】1月1日，武汉肺炎患者集中出现的华南海鲜市场，已被通知休市整顿。上午7时许，公安、城管等多部门对em class=""s-color-red"">肺炎病例27例。@新京报我们视频 L紧急呼叫的秒拍视频 收起全文d
                ",4
2020年01月01日 12:00,4.45589E+15,NBD视频,6452231600,8,9,9,"
                    【#武汉肺炎疫情#华南海鲜中心今日起休市整治】2019年12月30日起，武汉市最大的海鲜批发市场华南海鲜批发市场陆续出现不明原因肺炎病人，根据当地卫健委最新披露，7人病情严重，绝大多数患者出自华南海鲜市场。2020年第一天，《每日经济新闻》记者现场采访了解到，海鲜市场从今日起休市整治。  LNBD视频的微博视频 收起全文d
                ",2
2020年01月01日 13:21,4.45591E+15,快兰斯24小时财经直播,5051077448,9,9,31,"
                    实时播报：【武汉不明原因肺炎原病体研究仍在进行】武汉某著名三甲医院有关负责人告诉本报记者，目前可以确定的是，此次武汉病毒性肺炎是由华南海鲜市场商户感染病毒而来，不排除是鱼身上携带的病菌传到人身上，但具体原因仍待检查研究。记者拨打武汉市卫健委12320电话，工作人员回复称，病毒性肺炎的病原体研究还在中国医学院武汉病毒研究所进行检测，预计很快会有最终结果。（21财经） 收起全文d
                ",5
2020年01月01日 14:55,4.45594E+15,新京报,1644114654,109,93,332,"
                    【武汉华南海鲜市场已休市，#不明原因肺炎已有成熟监测体系#】 这一事件也将“不明原因肺炎”的概念带入公众视野。新京报记者检索发现，不明原因肺炎病例在全国时有发生，引起的原因各有不同。目前对不明原因肺炎已有成熟监测体系，监测目的是要及时发现一些传染病例，尽可能快地发出预警并采取防控措施。目前，国家卫健委专家组已抵达武汉，正展开相关检测核实工作。权威部门提醒，如出现肺炎症状，特别是持续发热不退，要及时到医疗机构就诊。 O武汉华南海鲜市场已休市，不明原因肺炎已有成熟监测体系 收起全文d
                ",4.5
2020年01月01日 15:06,4.45594E+15,新京报动新闻,5463794433,21,29,33,"
                    【#武汉华南海鲜市场休市整治# 只有检疫人员能进出】1月1日，湖北武汉，华南海鲜市场已休市整治，开市时间另行通知。该市场只有检疫人员能进出。此前2019年12月31日，该市场陆续出现多例不明原因肺炎病人。武汉全市已发现27例病例，其中7例病情严重。专家分析认为上述病例系病毒性肺炎，目前所有病例均已隔离治疗，未发现明显人传人现象。对病原的检测及感染原因仍在调查中。（综合）#华南海鲜批发市场休市整治卫生#@新京报 L新京报动新闻的秒拍视频 收起全文d
                ",4
2020年01月01日 16:48,4.45597E+15,时间视频,6250824982,11,10,43,"
                    【武汉#华南海鲜批发市场休市整治卫生# 此前被发现与病毒性肺炎有关联】据央视新闻消息，1月1日武汉相关部门发出公告：“经研究，决定对华南海鲜批发市场实行休市，进行环境卫生整治。请广大商户积极配合，开市时间另行通知。”近期，武汉已发现27例病毒性肺炎病例，目前尚未发现明显人传人现象。L时间视频的微博视频 收起全文d
                ",7
2020年01月01日 19:07,4.456E+15,韩东言,1874361623,50,19,315,"
                    #武汉不明原因肺炎不能断定是SARS#有疫情，不要藏着掖着，有关部门要勇于公开透明及时通报回应，当年SARS的惨痛教训历历在目。这也是打击谣言的最好办法。【湖北#武汉发现不明原因肺炎# 专家组已达武汉】昨天，武汉市卫生健康委员会医政医管处发布《关于做好不明原因肺炎救治工作的紧急通知》。通知称，武汉市部分医疗机构陆续出现不明原因肺炎病人。通知要求各医疗机构要及时追踪统计救治情况，并按要求及时上报。目前，国家卫健委专家组已抵达武汉，正展开相关检测核实工作。 收起全文d
                ",1
今天16:15,4.59366E+15,微天下,1893801487,40,5,1664,"
                    #俄或在奥运会上用喀秋莎代替国歌#  提起俄罗斯你最先想到的一首歌是什么？ ​                ",1
今天15:50,4.59366E+15,偷听bot,2816125940,0,10729,5100,"
                    👂🏻：我们酒吧是拉吧，对面刚巧是钙吧，等电梯时听到两个Gay的讨论：“刚刚那个T真的好帅啊！” ​                ",3
今天16:00,4.59366E+15,THE9官博,7460268992,4769,10014,149658,"
                    THE9 有光，绽放在每一个舞台；有爱，存在于彼此心间；有我，带来无限精彩！打破黑夜寂静，闪烁明亮辉芒，今夜让我们一起吹响惊喜号角，为爱尖叫吧！ ​                ",6
今天15:51,4.59366E+15,天天向上,1507921471,1076,1946,8248,"
                    #天天向上# 【时尚大片】#陈漫镜头下的天天兄弟# 是什么样？1月17日本周日晚10点揭晓！#汪涵# @陈漫ChenMan @钱枫oscarqian @大张伟 @UNIQ-王一博  L天天向上的微博视频 ​                ",1
今天16:02,4.59366E+15,微博会员,2715025067,70,91,5810,"
                    2020年3月份至去年年底，#中国已出口2242亿只口罩#，价值3400亿元，相当于为中国以外的全球每个人提供了近40个口罩。一场横跨2020年和2021年的抗疫持久战，回望抗疫路，致敬逆行者！#寄出祝福 感谢有你# 你会为抗疫的英雄们送上什么祝福呢？ 你会为抗疫英雄们送上什么祝福呢？  ​                ",11
今天16:15,4.59366E+15,微天下,1893801487,40,5,1639,"
                    #俄或在奥运会上用喀秋莎代替国歌#  提起俄罗斯你最先想到的一首歌是什么？ ​                ",1
今天16:12,4.59366E+15,张新成,1955957617,14186,22690,42028,"
                    #明星大侦探#咳咳咳，拿好本子和笔，跟上节奏哈，一起来做做这道时间逻辑题 L张新成的微博视频 ​                ",5
今天16:00,4.59366E+15,THE9官博,7460268992,4489,9779,147174,"
                    THE9 有光，绽放在每一个舞台；有爱，存在于彼此心间；有我，带来无限精彩！打破黑夜寂静，闪烁明亮辉芒，今夜让我们一起吹响惊喜号角，为爱尖叫吧！ ​                ",6
今天15:50,4.59366E+15,偷听bot,2816125940,0,10401,4946,"
                    👂🏻：我们酒吧是拉吧，对面刚巧是钙吧，等电梯时听到两个Gay的讨论：“刚刚那个T真的好帅啊！” ​                ",3
今天16:26,4.59367E+15,央视新闻,2656274875,652,957,5866,"
                    【大自然的创意！#山西侯马冰蝴蝶景观#】近日，山西省侯马市斗龙沟出现“冰蝴蝶”。这片背阴洼地里的枯草上，结出形态各异、晶莹剔透的冰片，就像冬日起舞的“冰蝴蝶”。这种景观只有在温度、湿度、气流、风速、风向都合适时，才会出现。分享美景！@中国气象局 ​                ",2
今天15:50,4.59366E+15,偷听bot,2816125940,0,9441,4553,"
                    👂🏻：我们酒吧是拉吧，对面刚巧是钙吧，等电梯时听到两个Gay的讨论：“刚刚那个T真的好帅啊！” ​                ",3
今天16:02,4.59366E+15,微博会员,2715025067,0,0,13,"
                    2020年3月份至去年年底，#中国已出口2242亿只口罩#，价值3400亿元，相当于为中国以外的全球每个人提供了近40个口罩。一场横跨2020年和2021年的抗疫持久战，回望抗疫路，致敬逆行者！#寄出祝福 感谢有你# 你会为抗疫的英雄们送上什么祝福呢？ 你会为抗疫英雄们送上什么祝福呢？  ​                ",11
今天15:51,4.59366E+15,天天向上,1507921471,1059,1881,7946,"
                    #天天向上# 【时尚大片】#陈漫镜头下的天天兄弟# 是什么样？1月17日本周日晚10点揭晓！#汪涵# @陈漫ChenMan @钱枫oscarqian @大张伟 @UNIQ-王一博  L天天向上的微博视频 ​                ",1
今天16:00,4.59366E+15,THE9官博,7460268992,0,0,127553,"
                    THE9 有光，绽放在每一个舞台；有爱，存在于彼此心间；有我，带来无限精彩！打破黑夜寂静，闪烁明亮辉芒，今夜让我们一起吹响惊喜号角，为爱尖叫吧！ ​                ",6
今天16:02,4.59366E+15,南方日报,1682207150,0,0,799,"
                    【#卢书记应该怎么办#？我们给这道“送命题”梳理了一下重点】#大连通报街道办副主任不配合防疫登记# “卢书记”火了。这两天，网络传出大连市金普新区一女子进小区拒不配合志愿者登记，并给社区卢书记打电话要求放行的视频，引发舆论关注。#大连通报卢书记事件# 很快，处分来了。#王主任#王 ​                ",0
今天17:03,4.59368E+15,泡泡Pisces,1623404035,6,6,1478,"
                    2021年过去半月了，你赚钱了吗？ 你赚钱了吗？ ​                ",2
48分钟前,4.59369E+15,人民日报,2803301701,598,567,8465,"
                    【#队长温柔一踹换岗消防员陪女友#】近日，一名女子徘徊在山西太原消防队门口。值班队长发现后立刻上前询问，女子却支支吾吾，直到站岗队员报告说这是他的女朋友。没想到，队长接下来对这名队员“撂下狠话”后上演温暖一踹，后续举动却令人感动不已。L山西消防的微博视频 ​                ",1
今天17:08,4.59368E+15,思想聚焦,1742566624,439,1882,3938,"
                    周五给人的感觉： ​​​​                ",0
今天17:14,4.59368E+15,天天向上,1507921471,1763,1985,11724,"
                    #天天向上# 漫姐@陈漫ChenMan 拍一博@UNIQ-王一博 拍到停不下来现场🈶（枫哥：怎么这我也能躺枪）  L天天向上的微博视频 ​                ",2
今天16:54,4.59367E+15,新浪新闻,2028810631,42,19,4355,"
                    #我投# #如何看待接种新冠疫苗# 2020年12月15日以来，我们正式开展了我国重点人群的新冠疫苗接种工作。迄今为止，全国重点人群接种量已近750万剂次，加上之前针对高风险人群接种的160余万剂次，我国已累计开展新冠病毒疫苗接种900多万剂次。按照我国新冠病毒疫苗接种“三步走”策略，未来通过有序开展 ​                ",3
今天15:51,4.59366E+15,天天向上,1507921471,1086,1980,8382,"
                    #天天向上# 【时尚大片】#陈漫镜头下的天天兄弟# 是什么样？1月17日本周日晚10点揭晓！#汪涵# @陈漫ChenMan @钱枫oscarqian @大张伟 @UNIQ-王一博  L天天向上的微博视频 ​                ",1
今天16:15,4.59366E+15,微天下,1893801487,42,5,1717,"
                    #俄或在奥运会上用喀秋莎代替国歌#  提起俄罗斯你最先想到的一首歌是什么？ ​                ",1
今天16:13,4.59366E+15,A股侠女,5091912327,20,3,945,"
                    春节期间不休市，你赞成吗？ 你赞成吗？ ​                ",1
今天16:00,4.59366E+15,THE9官博,7460268992,5149,10339,155001,"
                    THE9 有光，绽放在每一个舞台；有爱，存在于彼此心间；有我，带来无限精彩！打破黑夜寂静，闪烁明亮辉芒，今夜让我们一起吹响惊喜号角，为爱尖叫吧！ ​                ",6
今天15:50,4.59366E+15,偷听bot,2816125940,0,11266,5345,"
                    👂🏻：我们酒吧是拉吧，对面刚巧是钙吧，等电梯时听到两个Gay的讨论：“刚刚那个T真的好帅啊！” ​                ",3
2020年01月02日 07:00,4.45618E+15,中国之声,1699540307,85,30,304,"
                    #早安今天#武汉发现不明原因肺炎，当地已对相关联的海鲜市场休市整治。目前来看，发现的20多个病例为病毒性肺炎，未发现明显人传人现象和医务人员感染。经过多年建设，我国应对突发公共卫生事件已积累了宝贵的经验和行动指南。让我们一起，积极预防，提高自身免疫力，不信谣不传谣不恐慌，共筑平安。 ​                ",4
2020年01月02日 07:24,4.45619E+15,布道宽窄,1000124571,92,22,310,"
                    宽窄观察【 武汉不明原因肺炎原病体研究仍在进行】   武汉某著名三甲医院有关负责人告诉媒体，目前可以确定的是，此次武汉病毒性肺炎是由华南海鲜市场商户感染病毒而来，不排除是鱼身上携带的病菌传到人身上，但具体原因仍待检查研究。病毒性肺炎的病原体研究还在中国医学院武汉病毒研究所进行检测，预计很快会有最终结果。#武汉发现不明原因肺炎# 收起全文d
                ",3
今天15:50,4.59366E+15,偷听bot,2816125940,0,11266,5345,"
                    👂🏻：我们酒吧是拉吧，对面刚巧是钙吧，等电梯时听到两个Gay的讨论：“刚刚那个T真的好帅啊！” ​                ",3
今天16:02,4.59366E+15,微博会员,2715025067,71,94,5959,"
                    2020年3月份至去年年底，#中国已出口2242亿只口罩#，价值3400亿元，相当于为中国以外的全球每个人提供了近40个口罩。一场横跨2020年和2021年的抗疫持久战，回望抗疫路，致敬逆行者！#寄出祝福 感谢有你# 你会为抗疫的英雄们送上什么祝福呢？ 你会为抗疫英雄们送上什么祝福呢？  ​                ",11
今天16:00,4.59366E+15,THE9官博,7460268992,5149,10339,155001,"
                    THE9 有光，绽放在每一个舞台；有爱，存在于彼此心间；有我，带来无限精彩！打破黑夜寂静，闪烁明亮辉芒，今夜让我们一起吹响惊喜号角，为爱尖叫吧！ ​                ",6
今天16:02,4.59366E+15,南方日报,1682207150,133,30,14643,"
                    【#卢书记应该怎么办#？我们给这道“送命题”梳理了一下重点】#大连通报街道办副主任不配合防疫登记# “卢书记”火了。这两天，网络传出大连市金普新区一女子进小区拒不配合志愿者登记，并给社区卢书记打电话要求放行的视频，引发舆论关注。#大连通报卢书记事件# 很快，处分来了。#王主任#王 ​                ",0
今天16:13,4.59366E+15,A股侠女,5091912327,20,3,945,"
                    春节期间不休市，你赞成吗？ 你赞成吗？ ​                ",1
2020年01月02日 11:18,4.45625E+15,中国日报,1663072851,37,12,171,"
                    【武汉不明原因肺炎患者已隔离治疗 #华南海鲜市场休市整治#】1月1日，武汉市江汉区市场监督管理局、武汉市江汉区卫生健康局发出《关于休市整治的公告》。近日，武汉市出现27例病毒性肺炎，与华南海鲜批发市场有关联，本着对社会负责、对市民负责、对商户负责的原则，根据国务院《突发公共卫生事件应急条例》等法规条例的规定及武汉市卫生健康委关于当前我市肺炎疫情的情况通报，华南海鲜批发市场暂时休市，进行环境卫生整治，确保公共安全。（记者 周荔华 刘坤）收起全文d
                ",8
2020年01月02日 13:54,4.45628E+15,新京报,1644114654,4448,1544,57156,"
                    【#武汉不明原因肺炎患者转入传染病医院#，#市场附近居民感染肺炎#】#不明原因肺炎患者转入传染病医院#华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-12
2020年01月02日 13:57,4.45629E+15,人民日报,2803301701,1049,466,6955,"
                    【最新进展：#武汉不明原因肺炎患者转入传染病医院#】据新京报记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 ​                ",-10
2020年01月02日 13:49,4.45628E+15,头条新闻,1618051664,872,573,5335,"
                    【武汉不明原因肺炎患者转入传染病医院，市场附近居民感染】武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗。此外，记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。（新京报） 收起全文d
                ",-4
2020年01月02日 12:54,4.45627E+15,蓝鲸财经记者工作平台,1885454921,13,22,61,"
                    【鲸视频：#对话武汉不明原因肺炎患者#，发病十多天曾以为是感冒】1月1日，@紧急呼叫 连线到目前正在医院中隔离治疗的黄勇（化名），他表示目前数十名患者都在一起进行治疗。黄勇称自己发病了十多天，一开始以为是感冒。另一患者家属梁丽（化名）告诉记者 ，患者被隔离治疗后还没被允许探望。@新京报我们视频 L紧急呼叫的秒拍视频 收起全文d
                ",-4
2020年01月02日 13:27,4.45628E+15,记者陈青青,1224354677,57,28,276,"
                    制造谣言和恐慌一向是他们擅长的。#武汉发现不明原因肺炎##香港# ​                ",0
2020年01月02日 12:12,4.45626E+15,荆楚网,1895394815,119,11,210,"
                    【辟谣！武汉出港航班发现疑似传染病人系谣言】据武汉天河机场有限责任公司官方微博“武汉机场楚天情”今日10点消息，针对1月1日有微博账号发帖称，武汉出港航班发现疑似传染病人，并附视频；武汉天河机场迅速组织排查，经多方核实，武汉天河机场及各航空公司均未发现该帖所称的疑似传染病人乘机，也无视频中出现的航班。武汉天河机场已报公安机关调查处理。请大家不要转发不实信息。#湖北武汉出现不明原因肺炎病人# 收起全文d
                ",-5
2020年01月02日 12:25,4.45626E+15,快兰斯24小时财经直播,5051077448,5,9,11,"
                    实时播报：【华南海鲜市场休市，武汉市江汉区卫生健康局：正挨家挨户消毒】2020年1月1日，出现多例“不明原因肺炎”的武汉市华南海鲜市场贴出休市公告，表示将进行环境卫生整治。1月2日，记者致电武汉市江汉区卫生健康局。该局负责人表示，正在对海鲜市场进行卫生整治，“休市调整的截止具体时间未定”。据负责人介绍，目前卫生整治的对象是市场内的全部商户，不分区域，“具体措施上，目前是进行了挨家挨户的消毒，未来还有哪些措施，听官方消息”。（时代周报） 收起全文d
                ",10
2020年01月02日 15:32,4.45631E+15,观察者网,1887344341,140,48,1404,"
                    【武汉不明原因肺炎患者转入传染病医院，市场附近居民有感染】据新京报记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-10
2020年01月02日 14:36,4.4563E+15,中国新闻周刊,1642512402,109,43,196,"
                    【#武汉不明原因肺炎患者已隔离治疗# 涉事海鲜城休市整治 】#不明原因肺炎患者转入传染病医院#1月1日，位于武汉闹市区的华南海鲜批发市场650多家商铺被要求休市，进行环境卫生整治。一位来自海鲜城的患者告诉@中国新闻周刊 ，他之前在武汉同济医院就诊，后被转移到金银潭医院，金银潭医院一位医护人员透露，现在全部肺炎病人都在住院部南四楼流感应急病房隔离治疗。对于“不明原因肺炎”，金银潭医工作人员告诉大家不必恐慌，因为每年到了这个时候都是病毒性感冒的高峰季节，所谓“不明原因”，是因为感染病毒变异很快，还没有查清楚是什么病毒所致。这些病人并非都是海鲜城店铺老板或工作人员，但多数住在海鲜城周围。 O武汉不明原因肺炎患者已隔离治疗，涉事海鲜城休市整治 收起全文d
                ",-13
2020年01月02日 14:19,4.45629E+15,看看新闻KNEWS,1845864154,51,30,108,"
                    【武汉不明原因肺炎患者转入传染病医院 市场附近居民感染】武汉华南海鲜市场不明原因肺炎事件持续引发关注，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。（新京报）O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-9
2020年01月02日 15:18,4.45631E+15,界面新闻,5182171545,15,27,48,"
                    【#武汉不明原因肺炎# 始发市场疑似有野味销售】记者12月31日在现场发现，买家在市场内询问一名男子哪里有“野味”卖，该男子指了指市场深处。随后，买家来到一家商户，向商贩明确提出要买“野味”--兔子和野鸡，男商贩一开始表示拒绝，称自己只卖家禽。双方再次确认后，以50元的价格成交了杀好的兔子O武汉肺炎疫情追踪：市场曾疑似有“野味”销售 收起全文d
                ",1
2020年01月02日 15:41,4.45631E+15,石小杰微博,1264138094,13,10,32,"
                    转 // #看点快报# 《武汉不明原因肺炎患者转入传染病医院，市场附近居民感染》 O网页链接 ​                ",-4
2020年01月02日 17:29,4.45634E+15,新京报,1644114654,697,178,6977,"
                    【#武汉肺炎疫情患者被要求继续留院治疗# 家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属对@新京报 称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示，目前无法探望。#不明原因肺炎患者转入传染病医院#L紧急呼叫的秒拍视频 收起全文d
                ",1
2020年01月02日 16:52,4.45633E+15,中国经营报,1650111241,37,85,309,"
                    【武汉被隔离者家属：患者每天在华南市场采购、发送海鲜】#不明原因肺炎患者转入传染病医院# 1月2日中午，《中国经营报》记者在位于武汉市东西湖区的金银潭医院（武汉市医疗救治中心）看到，住院部南楼四楼大门紧闭，门口贴有致家属告示，“下午三点到四点集中送生活用品。”记者在四楼看到，目前，家属过来送饭和用品只能在门口交给医务人员，不能入内探视。据多位患者家属介绍，目前从各个医院转移过来的发烧病人主要集中在医院南楼四楼和六楼，a href=""https://s.weibo.com/weibo?q=%23%E6%AD%A6%E6%B1%89%E7%97%85%E6%AF%92%E8%82%BA%E7%82%8E%E6%82%A3%E8%80%85%E8%A2%AB%E9%9A%94%E7%A6%BB%23"" target=""_blank"">#武汉病毒肺炎患者被隔离##武汉华南海鲜批发市场休市整治#（本报记者 张家振武汉报道）L第1眼视频的微博视频 收起全文d
                ",-4
2020年01月02日 16:59,4.45633E+15,云南政法,6345028642,10,17,18,"
                    #不明原因肺炎患者转入传染病医院#【科普：什么是肺炎？怎样预防？】肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！#武汉不明原因肺炎患者转入传染病医院#L医视频的微博视频 ​ ​​​                ",2
2020年01月02日 16:52,4.45633E+15,21世纪经济报道,1651428902,8,12,28,"
                    【最新进展：#不明原因肺炎患者转入传染病医院#；#武汉航班现疑似传染病人为不实消息#】据新京报记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。此外，1月1日有网友发帖称，武汉出港航班发现疑似传染病人，并附视频。武汉机场1月2日回应称：经多方核实，武汉天河机场及各航空公司均未发现该帖所称的疑似传染病人乘机，也无视频中出现的航班。武汉天河机场已报公安机关调查处理。请大家不要转发不实信息。 ​ 收起全文d
                ",-10
2020年01月02日 17:54,4.45634E+15,连鹏,1641428154,4,24,86,"
                    #不明原因肺炎患者转入传染病医院# 市场附近居民感染新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。1月1日下午，在金银潭医院南四楼传染病病房门口，新京报记者看到，一位老人的儿子和儿媳正在安排她住院。 她的儿媳告诉记者，她的婆婆住在离华南海鲜市场不远的小区，平日里会去市场买东西。老人的血液检查报告单显示，已检测的10种病毒里，老人均没有感染。也就是说，她婆婆同样感染了“不明原因肺炎”。在南四楼病房门口，记者遇到了一位来给儿子送饭的母亲。据她介绍，她儿子今年二十多岁，住在华南海鲜市场对面的一个小区，但平时没去过市场买东西，去年12月30日开始发烧，起初吃了一些中成药，但病情一直反复。一位家属称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。 对于家属们对华南海鲜市场肺炎感染情况的担忧，金银潭医院工作人员表示，“不明原因肺炎”一词在普通民众听来“可能会觉得是很了不得的事”，“会恐慌”，但医院每年都会接到不明原因肺炎的就诊病例。 “因为病毒变异是很快的，有的肺炎可以立刻查出是感染了哪种病毒，有的则不能，医学上出于严谨态度，叫‘不明原因’，说白了，意思就是我们在检测过程中还没有找到它的病因，这是个病原学问题。”武汉市卫健委宣传处负责人表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。评：少去人流量大的地方，多开窗戴口罩做好预防，如有流感症状，一定要重视；查病原体需要时间，只要做好信息公开、透明，就能避免不必要的恐慌。#武汉医院回应网传SARS系谣言##武汉航班现疑似传染病人为不实消息# 收起全文d
                ",-0.5
2020年01月02日 16:35,4.45633E+15,__青楼满座,1659272227,17,32,258,"
                    武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗#不明原因肺炎患者转入传染病医院# #武汉航班现疑似传染病人为不实消息# 收起全文d
                ",-7
2020年01月02日 17:01,4.45633E+15,新浪短信微博,2216755173,3,11,23,"
                    #不明原因肺炎患者转入传染病医院# #武汉航班现疑似传染病人为不实消息# 不信谣传谣，相信官方新闻。科普：肺炎的症状及发病原因是什么？ L新浪短信微博的微博视频 ​                ",-5
2020年01月02日 16:59,4.45633E+15,北京人北京事儿,2875987594,13,107,323,"
                    #不明原因肺炎患者转入传染病医院#不信谣不传谣，只转官方新闻……年底了，大家注意少去人流量大的地方，注意做好防范措施。#北京v分享# ​                ",-2
2020年01月02日 17:38,4.45634E+15,日本傻事,6779889094,0,0,146,"
                    #武汉不明原因肺炎患者转入传染病医院#日本人对台湾小弟的评论VS日本人对中国的评论，看看呢、同样是发生不幸的事情……对我们就是如此。也就开头几个还算口德好一些。说的最多就是中国会公开就是已经瞒不住的程度，也许有万人了，还有人提高铁被埋。还有人说中国死几个也不算数，不洗手不洗澡的习惯的地方压根不知道会有啥病出现恐怖的地方。还有说我们制造的秘密病毒武器了。还有说我们大气污染了污水了什么各种都有，还有精日觉得日本人关心我们的？呵呵，他们只关心中国人别来日本传染给日本人。 收起全文d
                ",11.5
2020年01月02日 16:21,4.45632E+15,·提醒我早睡,6853847710,377,68,1829,"
                    #不明原因肺炎患者转入传染病医院##武汉发现不明原因肺炎#不听不传不造谣不必太过恐慌，不管是什么病毒，平常心应对就是，大家做好个人卫生防护工作，少去人群聚集场所 ​​​   #武汉航班现疑似传染病人为不实消息# ​                ",-10
