时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月26日 08:44,4464903676910193,头条新闻,1618051664,170,166,1628,"
                    【父母双染新冠肺炎：一个病患家属的自述】刘小煊的父亲终于住进了医院，这让她稍稍松了一口气。不久前，母亲被查出感染新型肺炎，父亲在照顾母亲的过程中被传染。这种状况一度令刘小煊抓狂，不过她很快振作自己，与丈夫分工协作，全力做好父母的营养保障、医疗就诊，以及全家人的自我保护。（中国经营网） O父母双染新冠肺炎：一个病患家属的自述丨武汉肺炎亲历 收起全文d
                ",4.5
2020年01月26日 08:56,4464906688272322,人民网,2286908003,147,104,508,"
                    #新冠肺炎最新动态#【#全国新增688例新冠肺炎确诊病例# 全国累计确诊1975例】2020年1月25日0-24时，29个省（区、市）报告新增确诊病例688例，新增重症病例87例，新增死亡病例15例（湖北省13例、上海市1例、河南省1例），新增治愈出院病例11例，新增疑似病例1309例。截至1月25日24时，国家卫生健康委员会收到30个省（区、市）累计报告确诊病例1975例，现有重症病例324例。累计死亡病例56例，累计治愈出院病例49例。现有疑似病例2684例。目前累计追踪到密切接触者23431人，当日解除医学观察325人，现有21556人正在接受医学观察。累计收到港澳台地区通报确诊病例：香港特别行政区5例，澳门特别行政区2例，台湾地区3例。另外，累计收到国外通报确诊病例：泰国4例，日本2例，韩国2例，美国2例，越南2例，新加坡3例，马来西亚3例，尼泊尔1例，法国3例，澳大利亚1例。@健康中国 收起全文d
                ",4
2020年01月26日 08:11,4464895397110729,新浪浙江,2097152664,174,59,1357,"
                    【“武汉，我们来了！”浙江抗击新冠肺炎紧急医疗队午夜抵达武汉】#浙江新型冠状病毒肺炎# 1月25日23时许，高铁武汉站，G5772次临时列车缓缓停靠在站台，浙江抗击新冠肺炎紧急医疗队从杭州火速驰援武汉。他们，是42名医生、93名护士、5名行政管理及后勤人员和1名记者。但此时此刻，他们是不辱使命的白衣天使，是勇于担当的浙江儿女，更是心系武汉的中国人。愿你们平安归来！via@浙江日报 L浙江日报的微博视频 收起全文d
                ",8
2020年01月26日 08:47,4464904502820295,人民网,2286908003,168,48,540,"
                    #新冠肺炎最新动态# 【#湖南新增新冠肺炎26例#】2020年1月25日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例26例，新增重症病例6例，新增死亡病例0例，新增出院病例0例。其中：　　湘西自治州为报告首例确诊病例。新增确诊病例中，长沙市10例、株洲市2例、湘潭市1例、岳阳市1例、常德市4例br/>　　截至1月25日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例69例，重症病例20例（另有1例重症病例转归为普通病例），死亡病例0例，出院病例0例。其中：　　确诊病例中，长沙市18例、衡阳市3例、株洲市3例、湘潭市3例、邵阳市2例、岳阳市6例、常德市7例、益阳市4例、郴州市3例、永州市4例、怀化市8例、娄底市5例、湘西自治州3例；　　重症病例中，长沙市7例、衡阳市1例、株洲市1例、湘潭市1例、邵阳市1例，岳阳市1例、常德市1例、益阳市1例、永州市4例、怀化市2例。　　目前追踪到密切接触者1231人，已解除医学观察13人，尚有1218人正在接受医学观察。（湖南卫健委）O网页链接 收起全文d
                ",2
2020年01月26日 09:04,4464908739657069,人民网,2286908003,122,36,421,"
                    #新冠肺炎最新动态# 【#黑龙江新增新冠肺炎6例#】2020年1月25日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例6例，其中重症病例1例。齐齐哈尔市为报告首例确诊病例。新增疑似病例10例。 截至1月25日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例15例，其中：哈尔滨市8例、齐齐哈尔市1例、牡丹江市1例、大庆市3例、绥化市2例。死亡病例1例为绥化市确诊病例。累计报告疑似病例17例。 黑龙江省当日发热门诊诊疗人数3122人。目前追踪到密切接触者507人, 已解除医学观察64人,尚有443人正在接受医学观察。（黑龙江卫健委）O网页链接 收起全文d
                ",-1
2020年01月26日 09:51,4464920517336596,人民网,2286908003,55,27,459,"
                    #新冠肺炎最新动态#【香港迪士尼乐园及海洋公园暂停开放】据香港迪士尼乐园以及海洋公园方面消息，为配合防疫工作开展，香港迪士尼乐园与海洋公园26日起暂停开放。另据香港迪士尼公园称，仅度假区内酒店照常营业。（央视） ​                ",5
2020年01月26日 09:48,4464919817124858,环球网,1686546714,111,30,889,"
                    【#受肺炎疫情影响多所高校延期开学# 湖北高校开学时间待定】 近日，受新冠肺炎疫情影响，多所高校宣布延迟开学，部分高校或采取网上教学，开学时间待定。上海大学官方微博发布通知称本科生、研究生假期均延期至2月16日结束。香港、澳门多所高校开学日期延期至2月11日以后。武汉工商学院推迟学生返校时间，拟于2月24日左右开始网上教学。三峡大学、长江大学、华中农业大学、湖北文理学院等多所湖北高校开学日期待定。（中国新闻网） 收起全文d
                ",-1
2020年01月26日 13:16,4464972094541361,中国日报,1663072851,582,230,4005,"
                    【驰援武汉！#猿辅导公司向武汉捐款1000万元#】1月25日，猿辅导在线教育公司向武汉捐款人民币1000万元，用于抗击新型肺炎疫情。该笔捐款目前已经全部汇入武汉市慈善总会的专款账户，武汉市慈善总会账户是武汉市“新冠肺炎防控指挥部”接受捐赠的指定账户，捐款主要用于采购一线医疗机构急需的医疗防护物资、检测设备等。 收起全文d
                ",8
2020年01月26日 13:42,4464978662750148,人民网,2286908003,228,86,902,"
                    #新冠肺炎最新动态#【#山东新增7例新冠肺炎病例#】2020年1月26日0-12时，山东省报告新型冠状病毒感染的肺炎新增确诊病例7例，其中：济南、青岛、滨州市各新增2例确诊病例，济宁市新增1例确诊病例。       截至1月26日12时，山东省累计报告新型冠状病毒感染的肺炎确诊病例46例，其中：济南市5例、青岛市8例、淄博市1例、烟台市2例、潍坊市2例、济宁市5例、威海市4例、日照市4例、临沂市7例、德州市3例、聊城市1例、滨州市3例、菏泽市1例。（央视） 收起全文d
                ",-1
2020年01月26日 12:02,4464953580365290,封面新闻,1496814565,22,18,255,"
                    【除夕夜#记者探访成都新冠肺炎隔离病房#：穿过7道门，病人看电视玩手机做运动】1月24日除夕夜，记者探访成都市公共卫生临床医疗中心，采访前，先全身穿着防护服呆着护目镜，从穿上防护到病房要经过7道门，透过窗户可以看到医护的防护级别更高，病人们有的看电视，有的在锻炼身体，还能通过视频和家人拜年问好。向奋战一线的医护致敬，祝福病人们早日康复，L封面新闻视频的秒拍视频 收起全文d
                ",8.0
2020年01月26日 12:07,4464954789187605,人民网,2286908003,0,0,1274,"
                    #新冠肺炎最新动态#【陕西新增7例确诊病例 #陕西累计报告确诊病例22例#】截至1月26日10时，陕西新增7例新型冠状病毒感染的肺炎确诊病例；新增密切接触者94例；全省累计报告确诊病例22例，密切接触者273例，均集中医学观察。患者1，女，30岁，现居西安市长安区。是1月23日第2例确诊患者密切接触者，在隔离观察期间发病。26日被确诊为新型冠状病毒感染的肺炎。目前在长安区医院隔离治疗，病情平稳。患者2，女，64岁，武汉市医务工作者。1月10日在武汉发病，14日返回西安，20日到陕西省人民医院就诊。26日被确诊为新型冠状病毒感染的肺炎。目前在西安交大第二附属医院隔离治疗，病情平稳。患者3，男，44岁，现居汉中市西乡县，长期在湖北省荆州市工作。1月18日出现症状，20日从荆州市至武汉市，21日从武汉市返回西乡县。24日症状加重，到西乡县人民医院就诊。26日被确诊为新型冠状病毒感染的肺炎。目前在西乡县人民医院隔离治疗，病情平稳。患者4，女，70岁，武汉市人。与25日第4、5、6例确诊患者自驾车到铜川市王益区探亲，23日出现症状，自行服药无效后到铜川市人民医院北院就诊。26日被确诊为新型冠状病毒感染的肺炎。目前在铜川市人民医院北院隔离治疗，病情平稳。患者5，女，52岁，铜川市人。为第4例患者的密切接触者，在医学隔离观察期间发病。26日被确诊为新型冠状病毒感染的肺炎。目前在铜川市人民医院北院隔离治疗，病情平稳。患者6，女，32岁，西安市人。1月12日至14日在杭州出差，期间与武汉发热病人同室开会。14日返回西安，17日出现症状，22日到西安交大第二附属医院就诊。26日被确诊为新型冠状病毒感染的肺炎。目前在陕西省传染病院（西安市八院）隔离治疗，病情平稳。患者7，男，33岁，现居西安市莲湖区。为1月23日第2例确诊患者的密切接触者，在医学隔离观察期间发病。26日被确诊为新型冠状病毒感染的肺炎。目前在陕西省传染病院（西安市八院）隔离治疗，病情平稳。（人民日报） 收起全文d
                ",-13
2020年01月26日 13:48,4464980273373287,新乡身边事,2170106721,0,0,387,"
                    #抗击新型肺炎第一线#【新乡首批医护人员出发了！祝福他们】请祝福他们！为全力支援湖北开展新型冠状病毒感染的肺炎医疗救治工作，新乡医学院第一附属医院从各相关专业科室抽调27人组成驰援湖北抗击新冠肺炎紧急医疗队。他们是：1.普通患者救治医疗队队长：副主任医师崔俊伟成员：副主任医师段树鹏、孙冰，主治医师臧树志、王利江；主管护师曾萍、张致琴、李继涛，护师田娟、李俊姗、李想、孙淑卫、李营，护士贾晓阳、王海杰。2.危重症患者救治医疗队组长：副主任医师王拥涛成员：主治医师李闯；主管护师王丽静、石志利，护师吴冠楠、李建顺、齐俊青、范瑞芳、胡炳倩、王瑞敏、邢德盛，护士于晨玲。向英雄致敬！愿家人平安！！祝早日凯旋！！！#新乡身边事# L新乡身边事的微博视频 收起全文d
                ",8
2020年01月26日 13:30,4464975609090234,羊城晚报,1497087080,2,46,38,"
                    #抗击新冠肺炎疫情#【电子版《新型冠状病毒感染防护》免费读！】面对新型冠状病毒，全国人民万众一心、众志成城。作为出版人，同样期待为抗击新型冠状病毒贡献自己的微薄之力。广东省出版集团·南方出版传媒旗下广东科技出版社，在短短三天时间内，紧急推出《新型冠状病毒感染防护》手册，目前本书已经上市，在各大书店和网上书城可以买到。为了让更多读者更快了解到相关知识，广东科技出版社决定，提供全书电子版免费供读者阅读。在全国人民的共同努力下，愿我们早日战胜新型冠状病毒，我们也一定能够早日战胜新型冠状病毒！O电子版《新型冠状病毒感染防护》免费读！ 收起全文d
                ",20.0
2020年01月26日 12:04,4464953966702731,萝卜报告,5253090679,0,0,37,"
                    武汉肺科医院收治的一名新冠肺炎感染者出院，出院前和照顾她的医护人员合影 L萝卜报告的微博视频 ​                ",1
2020年01月26日 12:09,4464955250291735,每日济南,6235538115,80,21,412,"
                    【#山东138名医护人员出征武汉# 丈夫#出征武汉前与妻子深情相拥# 这一抱充满爱】1月25日晚，山东大学第二医院重症监护专业副主任医师张鲁和妻子惜别。他将和省内其他137名医疗队员一起，奔赴武汉抗击新冠肺炎。在济南机场，医生李玉珍也在与亲人相拥告别L新京报我们视频的秒拍视频 2济南·正大城市花园二期 ​                ",8
2020年01月26日 12:15,4464956965947175,每日经济新闻,1649173367,25,26,271,"
                    #每经整点播#【每经12点 | 中国疾控中心开始研发新型冠状病毒疫苗；广东汕头27日0时起禁止车辆船只人员进入；杭州新冠肺炎防控指挥部：不封城；山东幼儿园推迟开园】1、中国疾控中心开始研发新型冠状病毒疫苗据中国日报网报道，26日，中国疾控中心病毒所所长许文波表示，目前该中心开始启动新型冠状病毒的疫苗研发，目前已经成功分离病毒，正在筛选种子毒株。另外，中国疾控中心正在进行新型冠状病毒肺炎的药物筛选。2、广东汕头封城！27日0时起禁止车辆船只人员进入汕头市新型冠状病毒感染的肺炎疫情防控指挥部发布《汕头市新型冠状病毒感染的肺炎疫情防控指挥部关于实施交通管制的通告》。通告称自1月26日14时起，汕头全市营运客车、城市公交、出租车（巡游、网约）、顺风车、轮渡暂停营运。自1月27日0时起，禁止车辆、船只、人员进入汕头市，经允许的应急、特种和物资保障需要的除外。途经汕头市辖区的高速公路主线可正常通行。自1月27日0时起，汕头市域各区县间通道关闭（金平龙湖之间除外）。期间，应急、特种和经允许的可以通行。O每经12点 | 中国疾控中心开始研发新型冠状病毒疫苗；广东汕头27日0时起禁止车辆船只人员进入；杭州新冠肺炎防控指挥部：不封城；山东幼儿园推迟开园 O每经12点 | 中国疾控中心开始研发新型冠状病毒疫苗 收起全文d
                ",5
2020年01月26日 12:44,4464964028897816,新浪湖北,2049389352,18,22,39,"
                    #关注湖北新冠肺炎疫情##万众一心抗击新冠肺炎#26日凌晨截止到目前，湖北各地新冠肺炎疫情如何，防疫物资是否到位，采取了哪些防控措施。戳↓↓了解【襄阳】@襄阳日报 襄阳市新型冠状病毒感染的肺炎防控指挥部办公室疫情通报（5）O网页链接网民普遍关注：国家对公共卫生疫情发布有什么规定，我市是如何发布的？为什么我市从公布疑似病例三天后才有确诊病例信息发布？O网页链接市区多数农贸市场休市 少数商场正常营业O网页链接襄阳各地各校推迟开学！O网页链接当前襄阳市是如何开展交通有序管制的？O网页链接襄阳铁路各站点进站通道暂时关闭O网页链接【十堰】@十堰晚报 今起，武当山机场所有航班取消，恢复时间待定O网页链接十堰新增15例！湖北省25日新增病例323例，新增死亡13例O网页链接重要通知：东风商用车下属各单位推迟开工，具体生产启动时间另行通知O网页链接温馨提示：十堰境内高速与国道目前已封闭，来往车辆请绕道或返回O网页链接通告！农村所有进出道路必须封路 村两委干部一律取消休假 O网页链接最新公告！涉及十堰的所有高速列车全部停运 O网页链接市疾控中心对暂停运营的车站等公共场所进行预防性消毒 O网页链接自1月26日 20点起 ，全市高速铁路车站（十堰东站、武当山西站、丹江口站）和普速铁路车站（十堰站、武当山站）通道暂时关闭，恢复时间另行通知。O网页链接十堰市民政局决定取消2月2日为新人加班办理结婚登记。O网页链接逆行的勇士！64位十堰籍医护人员紧急返汉支援O网页链接太和医院开通“发热”免费网上咨询 O网页链接十堰纪委公布疫情防控不力举报电话！扩散周知O网页链接近期十堰城区各大超市营业时间来了！O网页链接通告！小区业主无特殊原因不得进出 禁止快递人员进入小区 O网页链接【宜昌】@宜昌发布  社会各界及爱心人士为当阳捐款物10余万元O网页链接宜昌市实行疫情防控工作每日调度O网页链接宜昌市卫生健康委关于新型冠状病毒感染的肺炎疫情通报O网页链接康龙、交运、众志3家出租车组成“免费接送车队”，为医护人员提供免费接送服务。O网页链接家乡防护物资紧张 百里洲乡贤捐赠10万元O网页链接宜昌市卫生健康委公布新型肺炎24小时热线咨询电话 O网页链接袁卫东到西陵区检查新型肺炎疫情防控工作时强调O网页链接宜昌市中心医院1700名护士：放心，我们坚守在一线O网页链接【黄石】@黄石发布 与武汉确诊肺炎接触者必须居家隔离O网页链接深夜爱心！1000套防护服1.8万只口罩驰援黄石，这位80后妈妈了不起！O网页链接大冶市新型冠状病毒感染的肺炎疫情防控工作指挥部1号令O网页链接黄石港街道辖区全体居民，如有需要，请第一时间Call Me！O网页链接鄂东医养集团医药公司跨区组织药品器械O网页链接黄石市烹饪行业协会为抗击肺炎捐款O网页链接父亲送女儿、弟弟送姐姐、丈夫送妻子……9名武汉医护人员从黄石返回“战场”O网页链接黄石市红十字会接受捐赠通告O网页链接黄石至鄂州花湖通道封闭O网页链接黄石这些高校推迟开学！O网页链接黄石市防控指挥部答记者问O网页链接关于暂时封闭大冶境内高速公路出口及有关市际（省际）通道的通知O网页链接关于受理党员干部在疫情防控期间不履职尽责问题举报的公告O网页链接黄石市人社局：保障患病职工依法享有医疗期和病假工资O网页链接交通部门：一线医务人员出行不便，可向指挥部申请通勤车O网页链接1月25日起，沃尔玛黄石店营业时间更改为：10:00—17:00O网页链接黄石市新型肺炎防控指挥部通告（第6号）O网页链接【咸宁】@咸宁发布 快讯！截至25日24时，咸宁累计新型肺炎病例43例O网页链接【赤壁】@赤壁发布 董方平检查督导新型肺炎防控工作O网页链接盛文军调研小区防控新型肺炎工作情况O网页链接赤壁市召开疫情防控工作调度会O网页链接赤壁市指挥部规定：口罩1元/个向市民供应 定点销售每日保障O网页链接大年初二致赤壁市民的一封信O网页链接【潜江】@潜江青年 潜江最新疫情通报O网页链接潜江市新型冠状病毒感染的肺炎疫情防控工作3号令O网页链接【仙桃】@仙桃发布 仙桃市新型肺炎情况通报O网页链接仙桃市新型冠状病毒感染的肺炎疫情防控指挥部公告O网页链接市纪委机关市委组织部发出通知：基层党组织和党员干部要在疫情防控中发挥堡垒和先锋作用O网页链接我市召开村（社区）新型冠状病毒感染的肺炎疫情防控工作紧急会议O网页链接周志红、余珂等市领导检查仙桃交通主要出入口O网页链接【天门】@天门发布 天门新型肺炎新增确诊病例2例，累计5例O网页链接【恩施】@恩施发布 湖北新增病例323例、恩施州新增6例O网页链接恩施州新型冠状病毒感染的肺炎防控指挥部通告（第3号）O网页链接【黄冈】@平安黄冈 黄冈市县两级新型冠状病毒感染的肺炎防控工作指挥部联系方式O网页链接好消息，医疗队昨晚抵达黄冈！O网页链接黄冈疫情速报！O网页链接大别山区域医疗中心将在48小时内改造成黄冈版“小汤山医院”O网页链接1月26日，从黄冈市中心医院传来好消息，该院有两名新型肺炎患者已出院休养、O网页链接【随州】@随州日报 湖北新增新型肺炎323例，随州新增31例O网页链接随州市高新区十里铺社区积极做好防控工作O网页链接随州2020春季开学确定延期O网页链接随州南郊办事处周密安排 严密防控O网页链接随州东城办事处入户开展流动人口健康登记O网页链接抗击新型肺炎，随州12315畅通接诉O网页链接随州市医保局：全力做好疫情防控医疗保障O网页链接关于随州市防控新型冠状病毒感染的肺炎情况通报（四）O网页链接曾都区府河镇杜家冲村：防控疫情，村村响响起来 O网页链接随县红十字会 接受爱心捐赠公告O网页链接随州通津桥社区：疫情就是命令，疫情就是战场O网页链接广水市新型冠状病毒感染的肺炎防控指挥部（4号令）O网页链接关于全力支持打赢新型冠状病毒肺炎疫情抗击战的倡议书O网页链接1月26日，随州知行社会工作服务中心给市中心医院送去三千个医用防护口罩O网页链接随州每天400吨蔬菜260吨水果供应主城区市民O网页链接【荆州】@荆州发布 湖北荆州交管局指挥中心发布实时路况O网页链接荆州市教育局：推迟全市学校春季开学时间O网页链接荆州市民政局：取消2020年2月2日结婚登记办理 O网页链接大年初一，荆州这家企业工人返岗，赶制医用口罩O网页链接荆州蓝天救援队捐赠4万多只医用口罩O网页链接“不串门，不拜年……”，荆州乡村“大喇叭”喊村民不要出门！O网页链接【荆门】@荆门晚报 2020年1月25日湖北省新型冠状病毒感染的肺炎疫情情况O网页链接张爱国调研全市新型肺炎疫情防控工作时要求：坚决打赢疫情防控阻击战O网页链接荆门交警提示：进出中心城区通道已经封闭！O网页链接【鄂州】@鄂州政府网 鄂州市新型冠状病毒感染的肺炎防控指挥部通告（第4号）O网页链接鄂州市新型冠状病毒感染的肺炎防控指挥部7号令O网页链接即日起，鄂州全市网吧、歌舞娱乐场所暂停营业O网页链接鄂州市做好全市33个社区的应急车辆管理工作   市交通运输局相关负责人就有关问题接受专访O网页链接鄂州市红十字会接受捐赠通告 已开通电子扫码捐赠渠道O网页链接鄂州主城区机动车禁行的第一天O网页链接我市葛店连通武汉的三处主要通道实行交通管控O网页链接疫情防控：鄂州基层力量不马虎O网页链接【孝感】@孝感发布 最新，25日湖北新增323例，出院10例，孝感新增29例O网页链接孝感市召开新闻发布会 介绍孝感疫情防控工作情况O网页链接孝感市新型冠状病毒感染的肺炎防控指挥部通告O网页链接孝感向所有行政村派驻新型肺炎防控工作队，所有工作队员必须于26日下午到驻点村（社区）开展疫情防控工作O网页链接@孝感日报 生活物资供应足，价格稳定！不用囤！O网页链接应城市中医院发放“七味汤”，助力全市病毒防控工作O网页链接【武汉】@武汉发布 武汉酒店业支援医护人员，酒店免费休息O网页链接我市加快新冠肺炎病原学检测O网页链接关于对武汉市新型肺炎防控指挥部第9号通告的解答O网页链接初二雨雪大风开始离场，武汉最高温将缓慢回升O网页链接抵汉救援队完成培训开始救援O网页链接大年初一，家门口的中百超市货丰价稳O网页链接再次探访，武汉多家医院发热门诊就诊人数减半O网页链接ICU重症疑似患者好转后讲述 ：相信自己，扛，一定能过去O网页链接武汉市红十字会第四号公告：目前急需医疗物资及境外捐赠说明O网页链接雷神山医院预计2月5日投入使用，新增床位1300张O网页链接武汉市物资紧张情况已得到缓解O网页链接湖北预拨10.3亿元医保资金保障疫情防控O网页链接禁行后要出门怎么办？没收到禁行短信就可正常上路O网页链接小心不法分子利用肺炎疫情实施的诈骗O网页链接的哥的姐社区内随时待命踊跃报名，这些短信让人泪目O网页链接26日中午，300余万只口罩从菲律宾马尼拉急运直飞武汉O网页链接武汉市新型肺炎防控指挥部应急保障组关于急需防控物资产品标准及生产企业推荐名单的公告O网页链接超市门店生鲜配送24小时运转，每天都有新货上架O网页链接出现疑似新型肺炎症状怎么办？快看看你所在的区如何分诊O网页链接即日起至1月30日，武汉停办各类中国公民出入境业务O网页链接各区咨询服务电话来了，赶快转存！O网页链接#湖北加油# 收起全文d
                ",51.0
2020年01月26日 13:42,4464978675856350,淮安消防,1893204962,0,0,28,"
                    #万众一心抗击新冠肺炎#妈妈奋战在疫情一线，爸爸坚守灭火救援一线。 除夕，一家三口隔空对话～#最新疫情地图# L中国消防的秒拍视频 ​                ",1
2020年01月26日 12:30,4464960509727449,羊城晚报,1497087080,10,8,73,"
                    【“小孩大了，我可以上！”#这群医生聊天记录让人泪目# 】湖北黄石市二医院感染门诊，由于人手不足，除怀孕和特殊情况的，其余科室人员均报名加入抗击新冠肺炎。心理科侯玉娟说：“主任我可以，小孩大了，科室暂时没病人，我家离医院近。”重症医学科余丽霞说：“2003年SARS肆虐，我们还在大学被庇护着，现在该我们来守护民众！”和医生们的新年愿望一样，全国人民都盼望着“早日战胜新型冠L青蕉视频的微博视频 收起全文d
                ",0.0
2020年01月26日 13:45,4464979383815267,羊城晚报,1497087080,82,19,193,"
                    #抗击新冠肺炎疫情#【口罩加速补货中！广东现日产74万个口罩，复产加速ing！】1月25日晚，广东省工信厅作为省疫情防控指挥部物资保障组组长单位，召集省直政府各成员单位以及海关广东分署、红十字会等协同办公，共同商讨解决了部分企业复产、支援疫区物资生产供应的各种困难和问题，全力保障防疫防控物资的生产供应。目前，广东10家口罩企业复产，日产量达到74万个口罩。（羊城晚报记者  孙晶 通讯员 粤工信）O网页链接 收起全文d
                ",6
2020年01月26日 12:36,4464962016098381,人民网,2286908003,101,15,466,"
                    #新冠肺炎最新动态#【北京新增3例病例  #北京新增3例病例均为此前确诊病例家属#】从25日23时至26日8时，北京市新增3例新型冠状病毒感染的肺炎病例 。       从1月25日23时至26日8时，本市新增3例新型冠状病毒感染的肺炎病例，均为北京此前一例有湖北接触史的确诊病人的直系亲属，目前均已送至定点医疗机构进行救治。       从1月25日23时至26日8时，本市累计确诊病例54例，其中东城区1例、西城区5例、朝阳区8例、海淀区13例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。@首都健康 收起全文d
                ",3
2020年01月26日 13:23,4464973876722000,昆明铁路,1920078035,4,14,37,"
                    #万众一心抗击新冠肺炎##武汉人夜晚隔空喊话# 取消拜年活动，万众一心抗击新冠肺炎，度过空虚无聊的最佳方式是绘画#你家今年取消拜年了吗#  L美术教师李雁宾的微博视频 @美术教师李雁宾 ​                ",-3
2020年01月26日 12:35,4464961956749424,羊城晚报,1497087080,39,16,170,"
                    #抗击新冠肺炎疫情#【D3286次列车上的49名梅州乘客连夜找到】26日上午，记者从相关部门获悉，在铁路部门、梅州市防控新型冠状病毒的肺炎疫情指挥部联防联控各级各部门的连夜努力下，D3286次列车上的49名乘客已找到，现在正通知到每个人，相关防控措施正在进一步实施。（羊城晚报记者 危健峰） ​                ",7
2020年01月26日 12:39,4464962816470603,微微女友,5714066718,43,33,106,"
                    #万众一心抗击新冠肺炎#朋友圈看到我们院长的女儿说要捐出所有压岁钱给武汉，真的很感动看到群众自发给监测点医务人员送食物药品，让我们感受到了团结的力量 2003年非典，我在急诊一线，加入了第一批防治队伍；今年的新冠肺炎，我在后勤保障，虽没有加入一线，但做些志愿服务还是可以的相信在大家的努力下，风雨很快就过去，将会迎来一个晴朗健康的世界#红色浙西南绿色新丽水# #网络述年# 收起全文d
                ",12.0
2020年01月26日 13:26,4464974786944324,白帽蓝衣,1414660523,84,40,467,"
                    #日本民间捐100万只口罩驰援武汉#日本捐口罩，菲律宾捐物资。台湾口罩捐澳大利亚都不卖大陆。香港在要口罩，难不成之前几个月游行暴乱的都给用完了？#万众一心抗击新冠肺炎# ​                ",-4.0
2020年01月26日 12:44,4464964234607415,新浪湖北,2049389352,13,4,41,"
                    #万众一心抗击新冠肺炎# 【雷神山医院2月5日投入使用，预计床位1300张】1月26日，武汉市委常委会透露，当前，武汉版“小汤山”火神山医院建设正加紧进行，目前已完成建筑总平面、6个护理单元的基础图以及水电总图，并已提供施工单位现场施工。预计2月2日可整体移交军方管理。位于江夏区的雷神山医院正在加快建设，有望新增床位1300张。目前施工队已进场，2月5日可投入使用。（长江日报）L湖北日报的微博视频 收起全文d
                ",9
2020年01月26日 12:06,4464954508037392,风雨中的修行者,1662459635,9,32,109,"
                    坚难的日子总会过去，曾经的生活也会重归，没有什么可以阻挡我们对美好的向往，只要我们静下心来熬一熬。#万众一心抗击新冠肺炎# ​                ",3
2020年01月26日 13:22,4464973764308204,泰州消防,2270736991,83,6,144,"
                    #万众一心抗击新冠肺炎#妈妈奋战在疫情一线，爸爸坚守灭火救援一线。 除夕，一家三口隔空对话～#最新疫情地图#L中国消防的秒拍视频 ​​​                ",1
2020年01月26日 12:16,4464957024110455,大河财立方,6365990425,32,11,46,"
                    #万众一心抗击新冠肺炎#我爱你！我爱你啊！最戳心的壮行。137人的河南医疗队整装待发，将于今天下午从郑州驰援武汉。首批医疗队由河南大学淮河医院、郑州大学第二附属医院、郑州大学第五附属医院、河南中医药大学第一附属医院等医院组成。面对疫情，天使先行。亲人啊，你要平安归来！！ L大河财立方的微博视频 收起全文d
                ",6.0
2020年01月26日 12:42,4464963693118525,赣州微资讯,3672727773,21,25,244,"
                    #赣州全力防控新型冠状病毒肺炎# 不吃野味，人人有责！#赣州确诊7例新冠肺炎# 2赣州 ​                ",1
2020年01月26日 13:16,4464972190911700,新浪山东头条,1870549587,8,5,61,"
                    #临沂爆料# #万众一心抗击新冠肺炎# 【逆行而往！临沂4名医护人员随山东首批医疗救援队驰援武汉】英雄出征，驰援武汉！临沂4名医护人员已踏上前往武汉的路上，他们是：临沂市中医医院庄步辉、董艳艳，临沂市中心医院吴鹏，临沂市精神卫生中心李善超，向逆行者致敬，愿你们平安归来 L临沂同城的微博视频 收起全文d
                ",11.0
2020年01月26日 13:27,4464974854107459,广西新闻网,1986954045,3,11,16,"
                    #肺炎疫情防控动态# 【急转！寻同乘人员！内蒙古一新冠肺炎患者确诊前连坐三趟列车 曾在郑州齐齐哈尔中转】#急寻染病交通工具乘客#1月25日，内蒙古牙克石市确诊一例新冠肺炎患者，该患者1月20日15：59乘坐K458次列车从武汉到郑州中转，1月21日8：09乘G1264次列车从郑州东站上车到#壮观新闻# L时间视频的微博视频 收起全文d
                ",0
2020年01月26日 13:50,4464980642587680,杭州日报,1644358851,31,11,147,"
                    【浙江紧急医疗队抵达武汉：今天下午培训，最快明天投入战斗】今天凌晨，浙江省抗击新冠肺炎紧急医疗队抵达武汉，入住武汉某宾馆。记者连线了医疗队员——浙大二院感染性疾病科主管护师卢燕。“今天下午开始进行培训。虽然我们在杭州早就做了很多次培训，但对于疫情，大家还是要保持高度警惕。”卢燕表示，“目前具体任务还没有分配，明天可能就要投入到战斗中。”加油！期待你们凯旋！#武汉加油##驰援武汉#（记者 柯静） 收起全文d
                ",7.0
2020年01月26日 13:22,4464973604377414,河南新闻广播,1688864597,10,24,17,"
                    【转发收藏！河南各地新冠肺炎热线电话】打好这场疫情防空站，需要我们共同努力。截至目前，郑州、新乡、洛阳等地公布了新冠肺炎热线电话，小编吐血整理，转给身边的人。#关注河南新冠肺炎疫情# ​                ",3
