score,text
1,"年前 非典 一点 害怕 孩子 新冠 肺炎 害怕 孩子 平安 健康 
"
0,"转发 家庭版 抗疫 措施 家中 预防 肺炎 武汉协和医院 教授 儿子 学生 拍摄 一支 视频 手把手 指导 预防措施 视频 生命 时报 生命 时报 微博 视频 
"
1,"新冠 肺炎 最新 动态 希望 睡醒 数字 
"
1,"赵丽颖 关注 互关 温馨 提示 新冠形 肺炎 越来越 保护 身体 出门 口罩 回家 漱口 饭前洗手 出门 助攻 回访 标明 需求 必回 点赞全 代表 回访 杠精 
"
-1,"新冠 肺炎 最新 动态 小时 改建 湖北 黄冈 小汤山 医院 投入使用 余名 施工人员 余台 工程机械 大别山 区域 医疗 中心 此处 小时 改造 黄冈 小汤山 医院 设立 余张 床位 收治 发热 病人 确保 投入使用 此前 黄冈 定点医院 发热 门诊 湖北日报 湖北 一市 小汤山 医院 投入使用 收起 全文 
"
1,"最新 疫情 地图 ## 云南 新增 新冠 肺炎 飙升 
"
0,"桂林 脏话 广西 新增 新冠 肺炎 病例 桂林 
"
-1,"医生 详述 新冠 肺炎 治疗 过程 绝大部分 患者 治愈 武汉 中南 医院 收治 重症 新冠型 肺炎 病人 医院 设立 隔离区 重症 医学科 主任 彭志勇 药物 治疗 患者 轻微 绝大部分 治愈 希望 市民 做好 防护 工作 恐慌 一手 Video 一手 video 视频 收起 全文 
"
1,"乡里 儿子 熟睡 全国 抗击 新冠 肺炎 春节 万籁俱寂 黑夜 回望 生活 审视 辗转反侧 静好 岁月 期盼 意义 一点 波折 生活 企盼 静好 贪婪 拥有 人越 大越 孤单 中年 负重 前行 孩子 悄然 成长 时间 滑走 东西 做好 实在 收起 全文 
"
-1,"广西 新增 新冠 肺炎 病例 南宁 沦陷 拜托 
"
-1,"万众一心 抗击 新冠 肺炎 晚上 微博 眼睛 时时刻刻 消息 担心 全世界 人民 这场 灾难 结束 
"
1,"许友 文教 正确 佩戴 口罩 许友文 老师 口罩 视频 分享 亲戚朋友 视频 来源 汕头 橄榄 汕头 头条 微博 视频 汕头 确诊 首例 新冠 肺炎 
"
0,"湖北 累计 报告 新型 肺炎 病例 ## 首个 新冠 病毒检测 试剂盒 检验 东西 感染 人数 数据 爆发式 增长 好事 确诊 感染者 住院 感冒 放心 感染者 控制 扩散 治疗 消灭 病毒 首个 新冠 病毒检测 试剂盒 检验 疫情 控制 起到 作用 
"
0,"南宁 职业 技术 学院 工商 专业 广西 新增 新冠 肺炎 病例 南宁 广西 加油 出门 出门 口罩 勤洗手 通风 
"
1,"零点 三十八 发现 黄石市 新冠 性肺炎 微博热 十分钟 内到 第十 第四 第二 刚刚 发现 走饭 生前 一条 微博 删除 妈妈 昨天 两天 天气 东西 面临 昨天 武汉 封城 日记 尽力 努力 生活 城市 维持秩序 收起 全文 
"
1,"共渡难关 武汉 加油 ## 武汉 肺炎 打开 手机 希望 消息 新冠 病毒 控制 药物 成功 研发 武汉 加油 中国 加油 好消息 那天 举国欢庆 迎来 过年 
"
0,"桂林 太难 一下子 广西 第一 小破地 遭罪 自驾游 武汉 桂林 风景 豁出 阳朔 县城 居心 这下子 一家 感染 传染给 真的 桂林 加油 感谢 一线 医护人员 后勤人员 政府 机关 工作人员 加油 加油 广西 新增 新冠 肺炎 病例 收起 全文 
"
0,"之间 增加 广西 桂林 有例 求求 武汉 近期 桂林 旅游 自行 隔离 乱跑 发热 赶紧 发热 门诊 医疗 条件 真的 外边 城市 真的 慌死 特别 农村 在意 折腾 广西 新增 新冠 肺炎 病例 ## 全国 确诊 新型 肺炎 病例 收起 全文 
"
1,"新闻 聚焦 山西省 卫健委 新增 确诊 新冠 肺炎 病例 累计 确诊 新闻 聚焦 山西省 卫健委 新增 确诊 新冠 肺炎 病例 累计 确诊 
"
1,"希望 觉醒 针对 新冠 肺炎 特效药 疫苗 上天 保佑 度过难关 
"
1,"家中 武汉 回来 接触 上报 家里 害人害己 上报 关注 症状 治疗 家里 只能 害人害己 感染 上报 家人 朋友 益处 明白 事情 重要性 全国 确诊 新型 肺炎 病例 ## 广西 新增 新冠 肺炎 病例 
"
1,"万众一心 抗击 新冠 肺炎 反正 爱国 
"
1,"新冠 肺炎 最新 动态 武汉 病毒 核酸 检测 预计 可达份 武汉市 疾病 预防 控制 机构 疾控中心 医疗机构 同济 医院 协和医院 人民 医院 中南 医院 第一 医院 市中心 医院 第三 医院 金银 医院 肺科 医院 专业 机构 中科院 武汉 病毒 深圳 华大基因 科技 有限公司 新冠 肺炎 病原学 检测 病毒 核酸 检测 预计 可达份 疫情 发展 全市 符合条件 医疗机构 专业 机构 新冠 肺炎 病原学 检测 提升 新冠 肺炎 检测 诊治 能力 人民日报 收起 全文 
"
1,"万众一心 抗击 新冠 肺炎 ## 新型 肺炎 症状 真的 希望 明天 一早 治愈 希望 搜是 明星 演员 占据 事情 赶紧 全国 人民 加油 
"
1,"中国 马蹄 糟心 一个 希望 这次 事件 过后 zf 下令 关停 野味 交易市场 非法交易 抓住 更要 严惩不贷 非典 新冠 肺炎 希望 野味 醒悟 所有人 买单 良心 过得去 多人 遭受 病毒 折磨 生命 重视 大自然 还会 报复 人类 经历 两次 不想 再有 第三次 希望 永远 平安 健康 收起 全文 
"
-1,"发热 咳嗽 非新冠 肺炎 唯一 首发 症状 感染 新型 冠状病毒 症状 安阳 日报 微博 视频 
"
0,"新冠 肺炎 世界 中心 呼唤 和平 前两天 一种 烈性 传染病 病毒 称呼 一个 TA 讨厌 群体 互联网 世界 何其 
"
1,"最新 疫情 地图 最新 桂林 新增 例新冠 肺炎 确诊 病例 累计 全州 阳朔 恭城 永福 各例 
"
1,"通报 我市 加快 新冠 肺炎 病原学 检测 武汉市 卫生 健康 委员会 规范 采集 转运 新冠 肺炎 新型 冠状病毒 感染 肺炎 疑似病例 拭子 呼吸道 分泌物 标本 病原学 检测 检测 阳性 快速 确诊 病例 发现 诊断 早隔离 治疗 减少 病人 流动 交叉感染 疫情 扩散 缓解 心理压力 极其重要 意义 我市 前期 疾病 预防 控制 机构 病原学 检测 基础 医疗机构 实验室 检测 覆盖面 凡是 具备 PCR 检测 能力 符合条件 三级 甲等医院 病原学 检测 选择 专业 机构 参与 病原学 检测 全市 疾病 预防 控制 机构 疾控中心 医疗机构 同济 医院 协和医院 人民 医院 中南 医院 第一 医院 市中心 医院 第三 医院 金银 医院 肺科 医院 专业 机构 中科院 武汉 病毒 深圳 华大基因 科技 有限公司 新冠 肺炎 病原学 检测 病毒 核酸 检测 预计 可达份 疫情 发展 全市 符合条件 医疗机构 专业 机构 新冠 肺炎 病原学 检测 提升 新冠 肺炎 检测 诊治 能力 收起 全文 
"
0,"宁夏 新增 新冠 肺炎 新增 疑似病例 网页 链接 
"
1,"广州 黄埔 通报 副局长 疑染 新冠 肺炎 复核 名家 确诊 针对 网传 广州 黄埔区 城管局 副局长 某疑 感染 新型 冠状病毒 一事 广州市 黄埔区 卫生 健康 官方 微博 广州市 黄埔区 卫生 健康 通报 尹某 岳母 武汉 来到 广州 尹某 三名 家人 确诊 新型 冠状病毒 肺炎 尹某 初筛 可疑 阳性 正等待 复核 详情 广州 黄埔 通报 副局长 疑染 新冠 肺炎 复核 名家 确诊 收起 全文 
"
1,"万众一心 抗击 新冠 肺炎 两天 微博 关注 疫情 希望 控制 
"
-1,"政府 年前 攻克 世界 难题 鼠疫 条件 恶劣 程度 想象 面对 新冠 肺炎 很快 拿下 
"
0,"意大利 新冠 肺炎 疑似病例 腾讯 实时 显示 确诊 意大利 
"
1,"武汉 关爱 抗击 新冠 肺炎 疫情 前线 医护人员 未成年 子女 倡议书 关爱 抗击 新冠 肺炎 疫情 前线 医护人员 未成年 子女 倡议书 
"
-1,"武汉 加油 ## 梦游 ## 武汉 新冠 肺炎 社会 捐赠 方式 转载 泰国 导游 捐赠 领队 辛辛苦苦 回来 这帮 不要脸 微商 图说 老板 真心 恶心 做人 底线 垃圾 真的 无耻 至极 珠海 
"
-1,"广西 抗击 新型 肺炎 最新 桂林 新增 例新冠 肺炎 确诊 病例 累计 患者 详情 公布 凌晨 广西壮族自治区 卫生 健康 发布 通报 桂林市 新增 新型 冠状病毒 感染 肺炎 确诊 病例 桂林 新冠 肺炎 确诊 病例 累计 患者 详情 公布 患者 余某 武汉市 到达 桂林 密切接触 隔离 医学观察 发热 症状 收入 南溪 医院 日经 疾控中心 实验室 检测 新型 冠状病毒 核酸 阳性 病情 稳定 患者 李某 武汉市 到达 桂林 发热 症状 收入 南溪 医院 日经 疾控中心 实验室 检测 新型 冠状病毒 核酸 阳性 病情 稳定 患者 朱某 武汉市 到达 桂林 发热 症状 收入 南溪 医院 日经 疾控中心 实验室 检测 新型 冠状病毒 核酸 阳性 病情 稳定 患者 周某 确诊 患者 密切接触 全州县 常住 南宁 确诊 患者 进餐 发热 症状 收入 全州县 人民 医院 隔离 治疗 日市 疾控中心 实验室 检测 新型 冠状病毒 核酸 阳性 病情 稳定 患者 胡某 武汉市 自驾 到达 我市 阳朔县 收入 阳朔县 人民 医院 隔离 治疗 日市 疾控中心 实验室 检测 新型 冠状病毒 核酸 阳性 病情 稳定 患者 定点医院 隔离 治疗 密切接触 接受 医学 隔离 观察 收起 全文 
"
0,"万众一心 抗击 新冠 肺炎 真的 第一次 微博热 八卦 每次 实时 紧张 害怕 欣慰 心寒 想要 做点 好像 只能 保证 添乱 武汉 宝宝 犯了错 希望 觉醒 疫苗 控制 
"
-1,"专家组 副组长 感染 新冠 肺炎 家里 治愈 专家组 副组长 感染 新冠 肺炎 家里 治愈 
"
1,"境外 捐赠 途径 最快 符合 医用 标准 证照 武汉 海关 用于 新冠 肺炎 捐赠 物资 随到 随放 紧急情况 登记 放行 武汉 海关 发布 用于 新型 冠状病毒 肺炎 疫情 防控 治疗 进口 捐赠 物资 办理 通关 手续 公告 简便 通关 手续 公告 肺炎 疫情 捐赠 物资 快速 通关 随到 随放 投入使用 紧急情况 海关 登记 放行 按规定 补办 相关 手续 捐赠人 受赠人 捐赠 物资 申报 武汉 海关 通关 服务 热线 咨询 相关 事宜 收起 全文 
"
1,"民众 喜欢 喜讯 满篇 意淫 一毛 数据 论证 支持 结束 武汉 之役 论证 案例 何种 健康 治疗 方式 半个 一个月 治愈 武汉 全国 病例 配以 床位 潜在 控疫 方案 现有 医院 实况 信息 机密信息 咋整 砖家 编就别 瞎编 编坏 武汉 保卫战 武汉 肺炎 新型 冠状病毒 抗击 新型 肺炎 第一线 武汉 加油 收起 全文 
"
-1,"新型 冠状病毒 人类 可怕 动物 死性不改 动物 伤疤 动物 
"
1,"大年初一 老家 下起 刚刚 单车 买药 整条路 几家 店铺 开着 往年 记得 过年 热闹非凡 张灯结彩 叫卖声 赌博 扎堆 扎堆 几对 几对 年轻 小伙 飞车 大街 剩下 孤苦伶仃 几个 灯笼 公路 一个 单车 意识 新型 冠状病毒 来势汹汹 希望 疫情 早日 扼止 白衣天使 加油 武汉 加油 汕头 收起 全文 
"
1,"这次 中国 爆发 新型 冠状病毒 肺炎 疫情 日本 捐赠 物资 限购 口罩 物资 优先 中国 采购 海关总署 凌晨 发布 通知 保障 进口 药品 消毒 物品 防护用品 救治 器械 防控 物资 快速 通关 各直属 海关 相关 通关 现场 设立 进口 捐赠 物资 快速 通关 受理 窗口 绿色通道 实施 快速 验放 紧急情况 下可先 登记 放行 按规定 补办 相关 手续 用于 防控 疫情 涉及 国家 进口 药品 管理 准许 医用 物资 海关 医药 主管部门 证明 先予 放行 补办 相关 手续 收起 全文 
"
1,"王者 荣耀 尽量少 打野 野生动物 新型 冠状病毒 实在 打野 兰陵王 口罩 
"
1,"哈尔滨市 暂停 开放 全市 室内 旅游 景区 记者 哈尔滨 新型 冠状病毒 肺炎 防控 工作 指挥部 获悉 我省 启动 突发 公共卫生 事件 一级 响应 机制 哈尔滨 新型 冠状病毒 肺炎 疫情 防控 工作 指挥部 发布 公告 保障 人民 群众 生命安全 身体健康 即日起 全市 暂停 开放 室内 经营 旅游 景区 室外 旅游 景区 室内 旅游 项目 恢复 经营 时间 另行通知 涉及 景区 官方 微信 微博 渠道 发布公告 妥善 做好 退票 事宜 一级 响应 哈尔滨 ## 疫情 速报 广州 城管局 副局长 确诊 新型 肺炎 收起 全文 
"
1,"境外 捐赠 途径 最快 符合 医用 标准 证照 武汉 海关 用于 新冠 肺炎 捐赠 物资 随到 随放 紧急情况 登记 放行 武汉 海关 发布 用于 新型 冠状病毒 肺炎 疫情 防控 治疗 进口 捐赠 物资 办理 通关 手续 公告 简便 通关 手续 公告 受赠人 申报 进口 捐赠 物资 应向 所在地 海关 办理 减免税 手续 受赠人 委托 人向 所在地 海关 办理 减免税 手续 确保 用于 新型 冠状病毒 肺炎 疫情 捐赠 物资 快速 通关 随到 随放 投入使用 紧急情况 海关 登记 放行 按规定 补办 相关 手续 捐赠人 受赠人 捐赠 物资 申报 武汉 海关 通关 服务 热线 咨询 相关 事宜 收起 全文 
"
0,"东莞 硬核 对不起 真的 哈哈哈 东莞 硬核 新型 冠状病毒 赛博霸 第一句 告白 知名 八卦 微博 视频 
"
-1,"全国 确诊 新型 肺炎 病例 广西 全国 落后 排名 逃离 武汉 广西 医疗 水平 落后 武汉 真的 太多 全国 传染 流感 专家 武汉 地方 一个 定点医院 广西 过年 传统 重视 老人 特别 观念 落后 求求 武汉 大哥 大姐 看清 现实 逃离 武汉 广西 病情 加重 药治 传播 病毒 广西 新增 新冠 肺炎 病例 钦州 收起 全文 
"
-1,"SARS 传染 力是 传染 新冠 肺炎 传染 毒性 数字 恐怖 现实 僵尸 电影 感觉 唐山 祥荣里 小区 
"
1,"最新 疫情 地图 坐标 贵州 感谢 一线 新型 冠状病毒 抗战 医务人员 生产 运输 物资 大力士 感谢 还要 感谢 背后 默默 守护 社区 工作者 
"
1,"希望 新型 冠状病毒 快点 结束 世界 和平 
"
-1,"万众一心 抗击 新冠 肺炎 添乱 希望 武汉 来津 自觉 检查 别藏 早点 正事儿 自私 上街 祸害 
"
-1,"几天 新冠 肺炎 感染者 越来越 越来越近 全国 百姓 诚惶诚恐 沸沸扬扬 宛如 一部 现实 生化危机 
"
-1,"南宁 报告 例新冠 肺炎 确诊 病例 广西 新增 确诊 病例 累计 凌晨 记者 自治区 卫生 健康 获悉 广西 报告 新型 冠状病毒 感染 肺炎 新增 确诊 病例 南宁市 柳州市 北海市 百色市 桂林 梧州 全区 累计 报告 新型 冠状病毒 感染 肺炎 确诊 病例 南宁市 柳州市 桂林市 梧州市 北海市 防城港市 玉林市 百色市 河池市 追踪 密切接触 接受 医学观察 中华人民共和国 传染病 防治法 广西壮族自治区 突发 公共卫生 事件 应急 预案 法律法规 全区 新型 冠状病毒 感染 肺炎 疫情 防控 工作 遏制 新型 冠状病毒 感染 肺炎 疫情 蔓延 切实 保障 人民 群众 身体健康 生命安全 自治区 时起 启动 突发 公共卫生 事件 响应 成立 自治区 党委 政府 领导 任组长 疫情 防控 工作 领导小组 指挥部 依法 依规 全力以赴 做好 各项 疫情 综合 防控 工作 专家 提醒 咳嗽 讲话 打喷嚏 飞沫 病毒 传播 载体 疫情 存续 期间 广大群众 尽可能减少 外出 活动 外出 务必 防护 戴好 口罩 在外 旅客 饮食 饮水 卫生 保证 充足 睡眠 碰触 活禽 野生动物 发热 咳嗽 咳痰 乏力 症状 戴上 口罩 当地 定点 医疗机构 就诊 患者 信息 患者 某某 孝感人 年月日 武汉 停留 武汉 南宁 探亲 低烧 咳嗽 症状 上午 广西 中医药大学 第一 附属 医院 就诊 当晚 转入 市级 定点 救治 医院 隔离 治疗 病情 稳定 已有 密切接触 接受 医学观察 密切接触 加紧 追踪 南宁 报告 例新冠 肺炎 确诊 病例 广西 新增 确诊 病例 累计 收起 全文 
"
0,"新型 冠状病毒 哪有 岁月 静好 负重 前行 流泪 英雄 一路 
"
-1,"万众一心 抗击 新冠 肺炎 天价 口罩 发国难财 还配 原料 涨价 快递 赚钱 emmm 听闻 口罩 厂家 要价 几十 一个 几十万 生产量 十倍 不想 发国难财 物资 求求 原本 行行好 不行 掏钱 回馈 社会 不用 趁火打劫 国家 灭亡 手里 烫手 节骨眼 众志成城 疫情 有钱 捐钱 有物 捐物 本事 老百姓 在家 串门 国家 添麻烦 一线 医护人员 赌上 生命 黑心 企业 大过年 一线 奋战 医护人员 安康 良心 企业 事业 兴隆 蒸蒸日上 幸福 安康 武汉 加油 中国 加油 黑心 企业 早日 倒闭 收起 全文 
"
-1,"新型 冠状病毒 科普知识 新型 冠状病毒 感染 肺炎 网页 链接 
"
0,"这次 新型 冠状病毒 国家 细菌战 
"
1,"新型 冠状病毒 科普知识 精心 春节 出行 小贴士 查收 网页 链接 
"
0,"东莞 硬核 对不起 真的 哈哈哈 东莞 硬核 新型 冠状病毒 赛博霸 第一句 告白 知名 八卦 微博 视频 
"
0,"转存 新冠 肺炎 防控 知识 手册 网页 链接 
"
-1,"刚看 视频 评论 新型 冠状病毒 每次 百度 百科 告诉 两周 世界卫生组织 命名 nCoV 中文名 新型 冠状病毒 请问 这次 病毒 新型 冠状病毒 厉害 英文名 中文名 
"
-1,"新型 冠状病毒 大半夜 心态 几天 扑面而来 各类 讯息 官方 非官方 打着 宣扬 加油 警惕 意识 旗号 讯息 发布者 分享者 四面八方 消息 压抑 味道 真实性 讯息 增加 恐惧 干什么 出门 睁眼 呼吸 春节 结束 恢复正常 工作 生活 点正 能量 信念 凭着 几近 抑郁 崩溃 心态 面对 多久 大过年 努力 平常心 关注 官方消息 不信谣 传谣 做好 br 晚安 昆明 晚安 中国 收起 全文 
"
1,"本次 调查 新型 冠状病毒 肺炎 相关 知识 掌握情况 采取有效 预防措施 健康 网页 链接 
"
0,"央视 马来西亚 增添 新型 冠状病毒 肺炎 确诊 病例 当地 时间 日晚 马来西亚 卫生部 增添 新型 冠状病毒 肺炎 确诊 病例 境内 累计 确诊 人数 增至 最新 确诊 患者 武汉 男子 搭乘 大巴车 新加坡 入境 马来西亚 柔佛州 新山 同行 一个 由人 旅游团 该名 男子 症状 发烧 咳嗽 状况 稳定 卫生部 追踪 旅行团 成员 疫情 面前 武汉 武汉 马来西亚 ## 身边 武汉 留下来 过年 武汉 人民 过年 收起 全文 
"
-1,"安徽 新型 冠状病毒 安徽 灵璧县 一个 村里 武汉 回来 村长 政府 删除 聊天 
"
-1,"重视 淡定 自此 国难 期间 全国 全球 众志成城 抱怨 无济于事 何不 努力 向前看齐 众人拾柴火焰高 傲娇 污邪 微博 视频 
"
-1,"厕所 听见 我妈 卧室 传出 新型 冠状病毒 没想到 深夜 母女俩 默契 
"
-1,"新型 冠状病毒 科普知识 新型 冠状病毒 感染 肺炎 网页 链接 
"
1,"急诊科 医生 这部 真的 编剧 预言家 新型 冠状病毒 名字 预测 建议 各大 卫视 重复 播出 最新 疫情 地图 微博 视频 
"
1,"最新 疫情 地图 确诊 全球 最新 疫情 地图 年月日时 全球 共有 国家 发现 新型 冠状病毒 确诊 疑似 案例 确诊 案例 共计 疑似 案例 共计 环球时报 兰州 
"
1,"新冠 肺炎 称呼 野味 肺炎 希望 官方 媒体 历史 书上 采用 名字 尝试 野味 想想 肺炎 来历 
"
-1,"世卫 组织 新型 冠状病毒 疫情 尚未 国际 关注 突发 公共卫生 事件 网页 链接 
"
1,"最新 疫情 地图 急诊科 医生 这部 真的 编剧 预言家 新型 冠状病毒 名字 预测 建议 各大 卫视 重复 播出 微博 视频 
"
1,"平安 平安 平安 保护 祈福 ## 新型 冠状病毒 
"
-1,"新型 冠状病毒 失眠 全国 确诊 新型 肺炎 病例 早点 平平安安 肺炎 早点 结束 确诊 人数 暴跌 治愈 人数 飙涨 死亡 人数 增加 
"
-1,"新加坡 确认 第四例 新型 冠状病毒 病例 新加坡 卫生部 发布公告 新加坡 第四 境外 输入 新型 冠状病毒 病例 一岁 武汉 居民 本月 星期三 家人 抵达 新加坡 盛港 医院 隔离 治疗 情况 稳定 男子 班机 症状 星期四 咳嗽 星期五 前往 盛港 医院 急诊 列为 可疑 病例 隔离 星期六 晚上 时分 确诊 感染 入院 Village Hotel Sentosa 卫生部 近距离 接触 展开 追查 收起 全文 
"
1,"新型 冠状病毒 来袭 家人 朋友 防护 做起 口罩 洗手 正确 方式 打喷嚏 遮挡 别着急 干货 视频 网页 链接 
"
-1,"每天晚上 睡觉 微博 入眠 看着 数字 增长 感觉 真的 人人自危 电影 情节 想过 此情此景 会离 之近 医护人员 平安 归来 此次 疫情 早日 停止 蔓延 新型 冠状病毒 早日 消灭 
"
0,"围观 sven shi 回答 价值 围观 仅元 围观 微博 问答 
"
0,"新型 冠状病毒 科普知识 口罩 网页 链接 
"
0,"中国 南方 航空 新型 冠状病毒 大年初一 南航 CZ 乌鲁木齐 飞往 维也纳 航班 机场 通知 下午 登机 点多 滑行 回到 登机口 小时 检疫 人员 逐个 检查 体温 反馈 小时 机舱 空气 流通 疑似病例 大大增加 传染 风险 南航 给出 解释 乌鲁木齐 乌鲁木齐 地窝堡 国际 机场 收起 全文 
"
1,"最新 疫情 地图 急诊科 医生 这部 真的 编剧 预言家 新型 冠状病毒 名字 预测 建议 各大 卫视 重复 播出 微博 视频 
"
0,"凤凰 新闻 分享 凤凰 新闻 新型 冠状病毒 肺炎 影响 湖北 十余 封城 新型 冠状病毒 肺炎 影响 湖北 十余 封城 来自 凤凰 新闻 客户端 网页 链接 新型 冠状病毒 肺炎 影响 湖北 十余 封城 
"
0,"春节 一个 家里 节日 家人 家人 武汉 新型 冠状病毒 疫情 自觉 公交 地铁 不去 地方 家里 防疫 贡献 
"
1,"国家 国家 事情 简单 组织 WHO 平均 票数 推迟 新型 冠状病毒 全球 卫生 紧急状态 列入 PHEIC 中国 世界 列为 疫区 各国 船舶 飞机 交通工具 经停 我国 视为 疫区 回到 各国 接受 疫区 观察 一般来说 中国 出口 货物 商品 视为 疫区 产品 世界市场 排斥 外资 外商 主动 撤离 中国 大型 国际 赛事 活动 交流 停止 情况 国外 疫区 产品 都治好 不停 中央 判断 调控 收起 全文 
"
0,"小时 总台 央视 记者 董倩 独家 专访 传染病 专家 李兰娟 新型 冠状病毒 疫情 防控 总台 央视 记者 董倩 独家 专访 传染病 专家 李兰娟 新型 冠状病毒 疫情 防控 小时 总台 央视 记者 董倩 独家 专访 传染病 专家 李兰娟 新型 冠状病毒 疫情 防控 
"
-1,"湖南 防控 新型 冠状病毒 肺炎 网传 长沙 封城系 谣言 下午 网友 发布 消息 长沙 封城 所乘 车辆 来到 长沙 收费站 出口 告知 封城 掉头 只能 返回 长沙 封城 传言 记者 湖南省 高速公路 交通 警察局 相关 负责人 求证 对方 回应 截止日 下午 点分 全省 高速公路 通行 状况 高速 交警 暂时 接到 这方面 管制 消息 长沙 封城 传言 谢坤 潇湘晨报 微博 视频 收起 全文 
"
0,"陕西 新增 新型 冠状病毒 肺炎 确诊 病例 累计 网页 链接 
"
-1,"江西 防控 新型 肺炎 官方 辟谣 南昌 湾里区 竹林 花园 小区 疑似 感染 新型 冠状病毒 肺炎 病例 近日 群众 微信群 转发 消息 湾里 竹林 花园 发现 一位 武汉 发烧 鉴定 疑似病例 隔离 湾里 医院 湾里区 部门 多方 调查 证实 患者 新建 人民 医院 治疗 诊断 CT 肺部 新型 冠状病毒 感染 肺炎 痊愈 出院 消息 传播 内容 清醒 头脑 造谣 传谣 不信谣 防控 疫情 工作 紧张 谣言 一道 障碍 谣言止于 智者 停止 散播谣言 江西 谣记 收起 全文 
"
-1,"桂林 有个 武汉 这帮 武汉 一天到晚 想些 这次 敌人 新冠 武汉 情况 骂骂 武汉 赶着 封城前 逃离 武汉 逃出 生天 大过年 别怪 我咒 身上 有病 乱跑 命卒 分钟 别以为 桂林山水 甲天下 帮到 山水 甲天下 这帮 危险 分子 保命 无论是 武汉 工作 武汉 游玩 回来 几把 回来 自觉 家里 自闭 大街 刚回来 自觉 关门 观察 确认 异常 广西 新增 新冠 肺炎 病例 ## 全国 确诊 新型 肺炎 病例 收起 全文 
"
-1,"下雨 屋里 闷热 导致 感觉 全身 发热 冷汗 冷汗 轻微 干咳 额头 量体温 新型 肺炎 症状 有没有 症状 害怕 害怕 害怕 无止境 害怕 已测 发烧 感觉 危险 新型 冠状病毒 
"
0,"渭南市 第二 医院 紧急召开 新型 冠状病毒 部署 会议 网页 链接 
"
1,"新型 冠状病毒 好消息 中巴 乘客 找到 平遥县 卫生 健康 体育局 通告 该局 时许 发布 晚时 太原 武宿 机场 乘坐 中巴 车牌号 当晚 返回 平遥 乘客 找到 居家 隔离 措施 来源 平遥县 卫生 健康 体育局 
"
-1,"钟南山 说动 实在 睡不着 脑海中 导演 一场 讲解 一个 小时 本次 新型 冠状病毒 肺炎 演讲 
"
-1,"听到 新型 冠状病毒 蝙蝠 病毒 网上 蝙蝠 图片 刚刚 无意 图片 真的 咯噔 害怕 心有余悸 不解 有人 看着 新型 冠状病毒 新闻 武汉 加油 中国 加油 加油 
"
0,"新型 冠状病毒 ## 新年 心愿 百毒不侵 
"
-1,"儿子 凌晨 一点 四十六 大年初二 病号 中国 报道 新型 冠状病毒 死亡 打开 手机 这方面 新闻 滋味 今夜 无眠 明天 十点 开会 到家 中午 身体 支撑住 大年三十 值班 初二 中午 回家 担心 到时候 发烧 儿子 感冒 难过 加油 平顶山 汝州市 中医院 收起 全文 
"
1,"原本 一支 寻常 vlog 十八 小镇 上开 唯一 一家 咖啡馆 这天 原本 记录 期待已久 春节 日常 三五个 民警 新型 冠状病毒 遥远 希望 做好 防护 措施 尽量避免 外出 过个 平安 健康 vlog 生活 日常 vlog 春节 vlog LCheersCafe 企鹅 咖啡 微博 视频 收起 全文 
"
1,"疫情 实况 新浪 微博 人民日报 官方 微博 网页 链接 丁香 全国 新型 肺炎 疫情 实时 动态 网页 链接 腾讯 新闻 新型 冠状病毒 肺炎 实时 辟谣 较真 查证 平台 
"
1,"云南 政府 今日 观察 昆明市 市区 民众 新型 冠状病毒 疫情 防控 重视 街上 宣传 标语 提醒 民众 疫情 居民小区 外来人员 登记 体温 测试点 大型超市 商场 体温 测试点 工作人员 定点 消毒 举措 口罩 上街 极少 大型超市 如某 家乐福 工作人员 民众 商场 逛街 民众 街上 指挥 交通 交警 防控 意识 淡薄 不带 口罩 人群 密集 小型 菜市场 不带 口罩 情况 更为严重 相关 部门 核查 能敦 昆明市 政府 采取相应 措施 提高 防控 意识 保证 人民 群众 感谢 收起 全文 
"
-1,"我国 确诊 新型 冠状病毒 肺炎 病例 相关 部门 通报 数据 统计 日时 个省 累计 报告 新型 冠状病毒 感染 肺炎 确诊 病例 死亡 湖北省 河北省 黑龙江 治愈 出院 央视 新闻 我国 确诊 新型 冠状病毒 肺炎 病例 
"
-1,"苏州 发热 门诊 名单 公布 喝酒 抵抗 新型 冠状病毒 感染 冠状病毒 发热 症状 发热 患者 就诊 苏州 发热 门诊 名单 公布 喝酒 抵抗 新型 冠状病毒 
"
1,"湖北 整省 封省 新型 冠状病毒 肺炎 蔓延 现状 提请 党中央 申请 湖北省 设置 湖北 特别 行政区 省市 人员 湖北 湖北 出入境 管理局 审批 医疗 救治 之外 未经许可 人员 湖北 境内 湖北 边境 设置 关卡 进出 大厅 卫生部门 隔离 确认 可出 湖北 境域 中西部 人员 不想 无奈 被迫 沿海 打工 湖北 正处 疫情 之中 还要 春节 工作 辞退 小孩 打工 读书 真的 无奈 希望 此次 情况 湖北 设置 特别 行政区 中国 区域 均衡 发展 做出 贡献 武汉 肺炎 湖北 黄石 孝感 黄冈 荆州 宜昌 襄阳 荆门 十堰 仙桃 咸宁 鄂州 收起 全文 
"
