时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月24日 07:50,4464165315501612,天涯社区,2140585607,9,6,38,"
                    【#吸烟喝酒可抵抗疫情系谣言#：喝太多会降低免疫力，更易感染疾病】针对疫情防控，传染病学专家李兰娟院士在采访中表示，75%的酒精能够杀灭新型冠状病毒。有网友称，喝酒可抗病毒。河南新医一附院感染疾病科副教授杨道坤表示，这一说法不靠谱，饮酒过多会降低免疫力，更易感染疾病。@一手Video L一手video的秒拍视频 收起全文d
                ",-3.0
2020年01月24日 06:26,4464144272866606,Dr_任,5852382124,0,23,72,"
                    #打喷嚏的正确方式#打喷嚏或者咳嗽的时候用纸巾捂住口鼻，然后将纸巾扔到垃圾桶。如果没纸巾，可以用手肘挡住口鼻，手肘是比较少用的部位，可以通过这种方式来减少病毒和细菌的传播。记得，咳嗽或打喷嚏后要及时用流动的水和洗手液清洗双手。#新型冠状病毒防护知识#   L封面新闻的微博视频 ​                ",3.0
2020年01月24日 07:30,4464160295216071,21世纪经济报道,1651428902,9,60,153,"
                    【转存！#新型冠状病毒预防教程# 愿平安！】 #从武汉回来请自行隔离##新型肺炎不构成国际突发卫生事件##全国确诊830例新型肺炎病例# ​                ",1
2020年01月24日 06:53,4464150988352424,疫苗与科学,1772440677,0,0,300,"
                    #新型冠状病毒# 全国的疾控体系已经进入战备状态。多地从事传染病防控的专业人员取消休假，要求返回单位待命​。北京疾控系统已经全员不能离京，买票的退票，已经离京的返京，开始追查数万名武汉来京人员。北京是这样，其他地方​估计很快也会这样做。 ​                ",-2.0
2020年01月24日 06:58,4464152346994594,紫荆树,1198220993,0,0,34,"
                    【17年前赴小汤山抗击非典立功，如今他们再次联名签“战书”】1月23日，在广东新型冠状病毒防治战役全面打响的关键时刻，曾参加原第一军医大学赴小汤山医疗队的南方医院24名医护人员，向南方医院党委写下请战书，主动要求赴防治一线工作，为打赢新型冠状病毒防治战役作出新的贡献。 ​                ",2
2020年01月24日 07:33,4464161209563212,北京晚报,1703371307,14,11,168,"
                    【#武汉将以小汤山模式建医院# 】记者获悉，为全力做好新型冠状病毒感染的肺炎疫情防控工作，武汉将借鉴SARS期间的北京“小汤山”模式，建立一个新型冠状病毒肺炎患者收治中心。据了解，该工程由中建三局承接，地点位于武汉蔡甸知音湖武汉职工疗养院，预计6天时间完成。截至记者发稿时，在多方援助下，各种急缺物资已经备齐。这是借鉴北京SARS期间的“小汤山”模式。2003年4月，在北京昌平小汤山镇东北部的原小汤山疗养院东北角，花了7天7夜的时间，用轻型建筑材料搭建了一片面积达2.5万平方米的简易病房，集中收治北京地区的非典病人，病床数可达1000张。全国各地的非典病人也不断送来，病患数量一度占全国的七分之一。(北京日报客户端记者 赵莹莹) 收起全文d
                ",2
2020年01月24日 07:39,4464162555621365,红星新闻,6105713761,3,9,40,"
                    【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！#武汉加油共渡难关# L央视新闻的微博视频 收起全文d
                ",2.0
2020年01月24日 07:41,4464163218452920,映象网,2027773605,4,20,9,"
                    【证据确凿！#新型冠状病毒来源为野生动物#】国家卫健委专家高福表示，病毒不光在感染的人体内看到了，在华南海鲜市场非法销售野生动物的这些摊位也分离到了病毒，这应该说是证据确凿。转发倡议，为了自己和家人，拒绝野味！支持禁绝野味市场！#野味为何屡禁不止##新型冠状病毒# L人民日报的微博视频 ​                ",0
2020年01月24日 07:46,4464164368307431,沈阳沈河公安,1905837201,0,5,45,"
                    #财政部拨10亿补助湖北防控疫情##新加坡确认首例新型冠状病毒病例#听听钟南山院士怎么评价本次疫情。心里就有底了 L小名叫当意的微博视频 ​                ",1
2020年01月24日 07:20,4464157849957400,环球市场播报,1640337222,14,19,27,"
                    【美国多地发现疑似新型冠状病毒患者】当地时间周三晚和周四下午，美国洛杉矶和德克萨斯州的布拉索斯郡(Brazos County)相继宣布发现了可疑新型冠状病毒患者，分别是一位从墨西哥城飞往洛杉矶的旅客和一名德克萨斯农工大学的在读生。据悉，这名学生来自武汉，现已被隔离在家等待进一步检查结果。目前，二人均尚未被确诊。美国传染性疾病专家表示，相比新型冠状病毒，美国本土爆发的流感更影响当地居民。（@中国日报）L中报视频的秒拍视频 收起全文d
                ",-2.0
2020年01月24日 07:12,4464155895746656,云南政法,6345028642,10,12,24,"
                    #新型肺炎不构成国际突发卫生事件#【转存！#新型冠状病毒预防教程# 愿平安！】 ​​​                ",1
2020年01月24日 07:29,4464160207191630,钱文忠,1708643783,0,5,346,"
                    🙏🙏🙏🙏🙏🙏🙏🙏🙏恭祝各位尊長師友親朋庚子春節康吉平順！時值新型冠狀病毒肺炎肆虐，伏望各位保重珍攝。更恭祝奮戰中的醫生護士、武漢師友平安！錢文忠謹叩 ​                ",5.0
2020年01月24日 07:38,4464162278737570,lesliesay,2812319402,9,183,72,"
                    #微博赚钱季# ★★【世卫组织暂时不宣布新型冠状病毒疫情为国际公共卫生紧急事件】当地时间23日晚，世卫组织总干事谭德塞博士在日内瓦举行的新闻发布会上表示，暂时不宣布发生在武汉的新型冠状病毒疫情为国际公共卫生紧急事件。 ​                ",1
2020年01月24日 07:33,4464161117929356,界面新闻,5182171545,11,15,44,"
                    【世卫组织答界面新闻：全球可能出现更多病例】世卫组织表示：现有的信息无法让我们对病毒的人际传播范围和疫情规模有全面的了解。未来几天，中国其他地区和其他国家有可能出现更多病例。鼓励所有国家继续做好应对准备。目前针对新型冠状病毒没有特定治疗方法，仅有治疗学正在研究中。O世卫组织答界面新闻：全球可能出现更多病例... 收起全文d
                ",10.0
2020年01月24日 07:02,4464153323933581,价值投资日志,5645756008,98,61,294,"
                    【全国确诊新型冠状病毒肺炎病例639例】截至1月23日23时，新型冠状病毒肺炎确诊639例：湖北444例，广东32例，浙江27例，北京22例，上海16例，重庆9例，安徽9例，湖南9例，四川8例，山东6例，河南5例，广西5例，江苏5例，海南5例，天津4例，贵州3例，陕西3例，江西3例，辽宁3例，澳门2例，香港2例。（人民网 ）#抗击新型肺炎第一线# #武汉加油# #钟南山谈疫情# 收起全文d
                ",0
2020年01月24日 07:15,4464156462190945,嘉兴咖啡爸爸,1999959193,18,11,71,"
                    #新型肺炎症状#【关于新型冠状病毒感染的肺炎，权威动漫科普视频看起来】感染“新型冠状病毒”后，有哪些症状？出现发热、乏力、干咳等症状，就意味着感染了“新型冠状病毒”吗？别慌，并不一定！权威动漫科普视频，带你寻找答案！​​​ #武汉将以小汤山模式建医院# ​ L健康中国的微博视频 ​                ",-3
2020年01月24日 06:58,4464152402183466,王冰汝,2174585797,114,31,315,"
                    美国加州和得州出现新型冠状病毒疑似病例，一例是得州Brazos Country Health District，当地卫生局表示，这是一位来自武汉的得州农工大学学生，正在接受检测，确诊前在家中隔离。还有一例在加州洛杉矶，昨天晚上从墨西哥城抵达洛杉矶机场后出现症状，被送往医院，还在检测中。洛杉矶公共卫生局官员表示，由于从中国到洛杉矶的巨大客流量，洛杉矶可能会出现不止一位患者。 收起全文d
                ",7.0
2020年01月24日 07:17,4464157082187159,東瀛流水,30622764,22,99,39,"
                    日本的NHK刚播报了第二例在日本感染新型冠状病毒的病例。该武汉市游客1/14发热，1/15、1/17在武汉去医院两次没检测出来。1/19来日，1/20在日本就医没检出来。但是1/22突然发热咽喉痛入院治疗，1/24凌晨检测出病毒。该男子称出门的时候都有戴口罩，住的地方离华南海鲜市场很远。 ​（改了个字） ​                ",-1
2020年01月24日 06:45,4464149008911020,沈阳沈北公安,2055196245,1,7,12,"
                    #全国确诊新型肺炎病例#【必看！#新型冠状病毒防护知识#】个人防护装备指用于保护人员避免接触感染性因子的各种屏障用品，包括：口罩、手套、护目镜、保护面罩、防水围裙、隔离衣、防护服等、呼吸防护最有效的措施是使用口罩。预防，从正确佩戴口罩开始。 L中新视频的秒拍视频 ​​​                ",9.0
2020年01月24日 07:38,4464162250075289,云南共青团,1761616742,1,17,21,"
                    【收藏！#春节期间如何预防新型肺炎#】新型冠状病毒来势汹汹，今日除夕，春节期间人群流动大，我们应该如何保护自己和他人？戳图学习↓↓防控疫情我们在一起！转给家人和朋友！ ​​#新型肺炎不构成国际突发卫生事件# ​                ",4
2020年01月24日 07:57,4464167153332828,价值投资日志,5645756008,52,64,216,"
                    周四世卫组织新闻发布会部分要点：①总干事谭德塞表示，我今天没有宣布中国新型冠状病毒为国际突发公共卫生事件，不代表世卫组织认为情况不严重，或者我们没有对此事认真对待。②世卫组织已收到584例确诊病例。其中575例来自中国，包括17例死亡病例。其他病例来自日本、韩国、新加坡、泰国、越南和美国。③已知病例中，四分之一的患者曾感染过严重疾病，大多数死者都有潜在的健康问题，如高血压、糖尿病或心血管疾病，这些疾病削弱了他们的免疫系统。④目前对病毒的了解还很有限：不了解病毒来源、不了解病毒的传播方式，不能完全了解其临床特征和严重性。勤洗手，打喷嚏的时候及时捂住口鼻等方法能够简单有效的保护每一个人。⑤在中国以外还没有发现新型冠状病毒在人与人之间传播的证据，但是不代表不会发生。所有国家都应采取措施，积极检测新型冠状病毒病例。 ⑥世卫组织正和中国在内的各个有感染患者的国家昼夜合作，尽快探索有关新型冠状病毒的知识盲区。⑦中国是一个主权国家，有权采取她认为有利于其国家和人民利益的措施（武汉封城）。我在开场的时候已表示，中方已经采取了她们认为有效的措施。我们衷心希望这个措施不仅是有效的，而且是短期的。⑧中国之前已经建立了专门监测严重下呼吸道感染的系统，正是这个系统监测到了本次疫情。⑨再次感谢中国政府的配合和透明度。他们非常迅速和成功的完成分离和测序病毒工作，并与世卫组织和国际社会共享了（病毒）遗传序列。#抗击新型肺炎第一线##钟南山谈疫情##武汉加油# 收起全文d
                ",11.0
2020年01月24日 07:23,4464158601120035,小长春,2456144587,12,13,11,"
                    【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！ L央视新闻的微博视频 收起全文d
                ",2.0
2020年01月24日 06:56,4464151717483173,蒋涛CSDN,1355610915,17,16,87,"
                    “孝感市则在今晚发布消息称，截至1月22日24:00，全市发热门诊共接诊发热病人1200例，高度疑似的9名患者已收至定点医疗机构隔离病区救治” 按这个比例武汉发热门诊病人数据，至少20倍以上『不止武汉，黄冈、襄阳等湖北各地新型冠状病毒肺炎防控形势严峻_凤凰网资讯_凤凰网』O不止武汉，黄冈、襄阳等湖北各地新型冠状病毒肺炎防控形势严峻 ​                ",-4
2020年01月24日 07:44,4464163780505908,股海东方不败,5384479977,5,4,34,"
                    【世卫组织驻华代表：封锁千万级人口大城在科学上是史无前例的】1月23日，世界卫生组织驻华代表高力就新型冠状病毒疫情接受采访。他称尝试封锁一座人口1100万的城市在科学上是未曾有过的新举措，目前尚无法判断是否会有效果。高力称现在每天确诊病例都大量增长，但这并不是判断疫情更严重的指标，反而对防控疫情是有帮助的。#聚焦新型肺炎#L新京报我们视频的秒拍视频 收起全文d
                ",14.0
2020年01月24日 07:36,4464161964292080,湖南省博物馆,1767976920,43,34,241,"
                    【湖南省博物馆临时闭馆公告】 为全力做好新型冠状病毒肺炎疫情的防控工作，避免人员聚集引发交叉感染，保障公众身体健康与生命安全。我馆研究决定，自2020年1月24日 (除夕) 起临时闭馆，恢复开放时间另行通知。最新动态将及时通过官网 (www.hnmuseum.com)、官方微博 (@湖南省博物馆)、 官方微信服务号 (湖南省博物馆)等渠道发布。给您带来的不便，敬请谅解！ 祝大家新春快乐，健康平安！湖南省博物馆 2长沙·湖南省博物馆 收起全文d
                ",9
2020年01月24日 07:27,4464159716237421,寰亚SYHP,5393135816,18,12,166,"
                    英国公共卫生组织部门表示，已有14人接受了nCov-2019新型冠状病毒的检测。 五人测试为阴性，九人正在等待结果。据信其中5人在苏格兰接受过该病毒测试，没有被证实患有该病。 被测试的人中有两人前往过中国武汉。天空新闻了解到，有人在贝尔法斯特皇家维多利亚医院也接受过与冠状病毒有关症状的治疗。正在对患者进行预防#工作# 措施。#预防新型冠状病毒肺炎##抗击新型肺炎第一线# 收起全文d
                ",8
2020年01月24日 07:42,4464163344301764,如烟的散,3648943314,8,11,56,"
                    国家卫健委公布的中药方大家实在是看不上病的可以先喝喝！！！#新型冠状病毒##全国确诊新型肺炎病例##小汤山非典医疗队请战书# ​                ",1
2020年01月24日 07:51,4464165521454941,肥威,1778375693,43,8,202,"
                    看了一下香港关于新型冠状病毒引发的肺炎的记者招待会，交代得还真的挺清楚的，2例确诊。几个关键的信息：1.每天开相关的记者招待会2.相关物资（例如口罩）够用3个月，也正在积极和供应商联系3.部分大型活动考虑取消4.很重视事件的透明度和迅速回应5.市民应该避免去武汉（迫不得已要去的话一定戴口罩，而且回来香港后也要继续戴14天）6.旅客要填入镜健康申报表，也会有温度的筛查确诊1：39岁病人密切接触者8位，其中3位已经被隔离和监测，剩下5位不在香港，正在跟进。46位被定义为“其他接触者”，其中6个人有相关病征，被列为怀疑个案，也已经被隔离和检查，剩下40名没有病征，接受医学监测。确诊2：56岁病人密切接触者4位，其中2位被隔离和监测，有1位在检疫中心开放之前就入院了，在适当的时候也会有17位其他接触者，都没有病征，接受医学监测。 收起全文d
                ",18.0
2020年01月24日 07:24,4464158915229415,浙江团省委,3142846247,1,14,24,"
                    #浙里平安# 【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】熏醋可以预防新型冠状病毒？钟南山院士建议盐水漱口防病毒？抽烟能预防病毒感染？喝酒能杀菌，不易感染？多带层口罩才能防住病毒？…这些统统都是假的！不信谣，不传谣！ ​                ",2.0
2020年01月24日 07:00,4464152686932212,光明网,1752825395,5,7,18,"
                    【转发扩散！专家辟谣蒸桑有助于防新型肺炎：纯属无稽之谈！】上海医疗救治专家组组长、华山医院感染科主任张文宏表示，喝酒、蒸桑拿防病毒，纯属无稽之谈，一点用都没有。酒精有效是指用一定浓度酒精擦手消毒。真正最好的防护还应该是戴口罩，勤通风，勤洗手。 L看看新闻KNEWS的微博视频 ​                ",8.5
2020年01月24日 07:56,4464166800745349,直播云南,2649521297,75,9,372,"
                    昆明确诊第二例输入性新型冠状病毒感染的肺炎病例。患者为53岁男性，武汉户籍。1月16日到昆明后出现发热、咳嗽等症状，于1月22日在本市医疗机构就诊后收治入院隔离治疗。经省、市疾控部门检测，新型冠状病毒核酸检测结果为阳性。经专家评估确认，该病例为新型冠状病毒感染的肺炎确诊病例。目前患者现已转入定点医院治疗，生命体征平稳。其密切接触者正在接受医学观察。 收起全文d
                ",1
2020年01月24日 06:58,4464152250906616,西铁资讯,2108237403,4,8,26,"
                    #西铁微视角##2020铁路春运# 【康辉：面对疫情，除了战胜它，我们别无选择】今天凌晨，针对新型冠状病毒蔓延传播的态势，武汉采取了非常举措，对进出武汉的通道包括铁路、高速以及机场等进行管制甚至封闭。听到这个消息，说实话心情有些复杂。一方面它说明我们在采取有力的措施，有人用封城来形容，我觉得“封城”不准确。我们不是要封闭这座千万人口的城市，我们是在努力封住病毒扩散的通道，封堵病源的移动路径。武汉的上千万市民就在对抗疫情的最前线，他们也要过日子，也需要我们的支持、鼓励和打气，需要我们提供实实在在的帮助，全国人民对他们的支援将一直是开放的、全方位的，绝对不会封闭。我们不想用“封城”这样的字眼，这是面对疫情的众志成城。另一方面，非常措施也说明形势严峻。目前，关于这种新型冠状病毒还有很多东西没搞清楚，病毒进一步扩散、出现变异的风险都存在。非常形势之下，没有半点大意的空间。不光是武汉，我们大家也都一样。疫情面前，不分武汉人和非武汉人，一起努力、共克时艰，是我们的唯一选择，因为面对疫情，除了战胜它我们也别无选择。#武汉一名新型肺炎患者被成功救治#  L重庆检察的微博视频 收起全文d
                ",20.0
2020年01月24日 06:17,4464142028831237,山东高法,3823554401,7,20,21,"
                    #小齐说法# 【#新型肺炎防治的刑法对策##抗击新型肺炎第一线 #瞒报渎职，刑法这样解释～近日，新型冠状病毒肺炎不断蔓延，已经成为重大公共卫生事件。随着春运阶段的临近，如果不采取有效措施进行防治，后果不堪设想。根据《传染病防治法》的规定，传染病分为甲类、乙类和丙类。甲类传染病只有鼠疫和霍乱两种。乙类传染病包括传染性非典型肺炎、艾滋病、病毒性肝炎、脊髓灰质炎、人感染高致病性禽流感等等。】2020年1月20日，经国务院批准同意，国家卫健委决定将新型冠状病毒感染的肺炎纳入法定传染病乙类管理，但采取甲类传染病的预防、控制措施。这与2003年的“非典”一样，虽然都属于乙类传染病，但却按照甲类传染病来进行预防和控制。《传染病防治法》对传染病的防治有着非常详细的规定，如果违反该法，情节严重的就可能触犯刑法，从而构成犯罪。 O瞒报渎职，刑法这样解释 收起全文d
                ",-1.0
2020年01月24日 07:18,4464157376517192,沈阳博物院,6779365496,14,9,33,"
                    沈阳博物院（沈阳故宫博物院）各博物馆闭馆通告亲爱的观众朋友：　　新春佳节，为做好新型冠状病毒防控工作，最大限度保障您和家人的健康，沈阳博物院（沈阳故宫博物院）各直属博物馆，含沈阳故宫博物馆、张氏帅府（金融）博物馆、沈阳“九·一八”历史博物馆、沈阳审判日本战犯法庭旧址陈列馆、新乐遗址博物馆、郑家洼子青铜短剑墓陈列馆等，自该通告发布之日起，全体闭馆。重新开馆时间另行公布。已经网上购买门票的观众，请尽快申请退票，票款将由原付款渠道退还。请关注沈阳博物院及各博物馆官方网站、微信公众号、官方微博，及时了解相关信息。        给您带来的不便，我们深表歉意。感谢您对沈阳博物院的关爱、支持和理解。　　谨祝新春大吉，平安如意！沈阳博物院（沈阳故宫博物院）2020.1.24 2沈阳·沈阳故宫博物馆 收起全文d
                ",9
2020年01月24日 07:00,4464152686708768,奏耐天津,2288486705,70,10,183,"
                    #天津身边事#【 严查“口罩涨价” 天津出手了】天津市市场监管委发布《关于加强新型冠状病毒肺炎相关防护商品市场价格检查》的通知，打击囤积居奇、哄抬物价等价格违法行为。发现有借机涨价，哄抬价格的，一经查实，将从严查处。全文如下↓ （滨海时报） ​                ",-1
2020年01月24日 06:16,4464141844900639,遂川政法,3361952722,0,4,15,"
                    #新型冠状病毒#【转发辟谣！#吸烟喝酒可抵抗疫情是谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！#天下万象##全国确诊新型肺炎病例# L央视新闻的微博视频 ​​​ L央视新闻的微博视频 收起全文d
                ",5.0
2020年01月24日 07:25,4464159029048713,365-厦门大雨,1562273464,11,9,25,"
                    【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！L央视新闻的微博视频 收起全文d
                ",2.0
2020年01月24日 07:59,4464167660294734,宁波交警,1968066827,2,7,6,"
                    【转发辟谣！#这些新冠肺炎传言是假的#】#实用小百科# 熏醋可以预防新型冠状病毒？钟南山院士建议盐水漱口防病毒？抽烟能预防病毒感染？喝酒能杀菌，不易感染？多带层口罩才能防住病毒？…这些说法你听过吗？#最新新冠肺炎谣言汇总#，这些统统都是假的！戳图了解↓↓不信谣，不传谣！扩散周知！ ​​​ ​​​​ 收起全文d
                ",7.0
2020年01月24日 07:36,4464161977665465,lesliesay,2812319402,6,177,76,"
                    财经每日必读 ★★富时中国A50指数期货转涨至0.2%，此前一度跌近1.3%，消息面上，世卫组织暂时不宣布新型冠状病毒疫情为国际公共卫生紧急事件。美国低开高走，道指收跌0.08%，纳指收涨0.2%，标普500指收涨0.11%。 ​                ",0
2020年01月24日 07:20,4464157753977820,摄影白菜,1269832355,57,5,202,"
                    第二例直接通报死亡了？庄里人害怕~#河北确诊首例新型肺炎病例##新型冠状病毒##河北1例新型肺炎病例死亡# 2石家庄 ​                ",-3
2020年01月24日 07:11,4464155622507835,布道宽窄,1000124571,7,8,23,"
                    宽窄思语#新型冠状病毒#  “不要过分陶醉于对自然界的胜利。对于每一次这样的胜利，自然界都报复了我们。”　“我们统治自然界，决不像征服者统治异民族一样，决不像站在自然以外的人一样，相反地，我们连同我们的肉、血和头脑都是属于自然界，存在于自然界的。”——恩格斯#武汉加油# L布道宽窄的微博视频 收起全文d
                ",3.0
2020年01月24日 07:49,4464165227889854,CCTV4,2039753857,22,13,106,"
                    #武汉护士的朋友圈#【他们#瞒着家人抗击新型肺炎#】“我可以上！但请别告诉我妈妈！”“只有在‘战场’上，我才能安心过好年！”“我愿意”“我报名”“我带头”…… 武汉大学人民医院医生们，瞒着家人报名加入抗击新型冠状病毒肺炎的最前线！保重，每一位无畏的逆行人！我们一起打赢这场疫情防控战！ O“我可以上！但请别告诉我妈妈……” 收起全文d
                ",10.0
2020年01月24日 07:31,4464160568269968,网易财经,1974561081,2,13,16,"
                    【#吸烟喝酒可抵抗疫情系谣言#：喝太多会降低免疫力，更易感染疾病】针对疫情防控，传染病学专家李兰娟院士在采访中表示，75%的酒精能够杀灭新型冠状病毒。有网友称，喝酒可抗病毒。河南新医一附院感染疾病科副教授杨道坤表示，这一说法不靠谱，饮酒过多会降低免疫力，更易感a href=""http://t.cn/A6PwvHSB"" target=""_blank"">L一手video的秒拍视频 收起全文d
                ",-3.0
2020年01月24日 07:57,4464167224790942,中国企业家杂志,1193725273,2,10,33,"
                    【#口罩厂加急生产画面曝光#：百人3倍工资返厂，最低日产3万只】2020年1月23日，多地发现新型冠状病毒肺炎疫情，口罩物资短缺，杭州一家口罩厂以三倍工资喊回120多名员工，在车间里紧张赶制加急口罩。据介绍，该工厂年初四前确保日产3万只，初八后将日产10万只口罩以上。L一手video的秒拍视频 ​                ",-4.0
2020年01月24日 07:30,4464160458926808,洋葱信条,3306094675,8,8,33,"
                    #新型冠状病毒预防教程# 牢记以下几点，愿大家平平安安过年！#新型冠状病毒防护知识# ​                ",2
2020年01月24日 07:30,4464160236303517,北美顾问,5734937611,3,6,5,"
                    #环球见闻# #寰宇早知道# 【拉美3国出现新型肺炎疑似病例 患者均从中国出发】1月22日，墨西哥通报首例疑似新型冠状病毒病例，患者为57岁大学生物教授。2019年12月15日前往中国，期间曾停留武汉。2020年1月11日返回墨西哥后出现流鼻涕、干咳症状。此外，哥伦比亚、巴西两个拉美国家也通报首例疑似新型肺炎病例，分别为35岁巴西女性和19岁中国男性。@世面  L世面的秒拍视频 收起全文d
                ",1
2020年01月24日 07:53,4464166020409393,龟兔孰赢,1934733073,3,21,13,"
                    富时中国A50指数期货转涨至0.2%，此前一度跌近1.3%，消息面上，世卫组织暂时不宣布新型冠状病毒疫情为国际公共卫生紧急事件。美国低开高走，道指收跌0.08%，纳指收涨0.2%，标普500指收涨0.11%。 ​​​#新型肺炎不构成国际突发卫生事件# ​                ",-1
2020年01月24日 07:30,4464160308427234,济南千佛山风景名胜区,5313265244,24,18,26,"
                    【济南千佛山景区春节期间活动取消】为遏制新型冠状病毒感染引起的肺炎疫情扩散，保障公共卫生安全，减少人员聚集，确保市民游客度过一个安定祥和的新春佳节，根据市委市政府防控工作领导小组总体部署，济南千佛山风景名胜区决定春节期间，1月24日18点30分至1月25日6点30分(除夕夜)不对外开放，停止相关活动。同时，停止1月25日(初一)至1月30日(初六)的春节庙会活动。请市民游客朋友们加强防范，予以支持，给您带来的不便，敬请谅解。 收起全文d
                ",-4
2020年01月24日 07:36,4464161779909259,喵小姐和喵某人,2942839705,74,5,184,"
                    求求安徽政府了！！！家里的中老年人一点点都不重视！！！劝几句不让出门乱遛出门戴口罩最好不要拜年走亲戚了！！！被骂到升天！！！但还是不死心！！！跟家里人吵架！！！就是为了更好的控制疫情！他们知道新型肺炎但是觉得跟自己关系不大！！！防护意识非常淡薄！！！走亲串友拉拉扯扯吃饭口沫横飞！！！！真的很危险！！！#恳请安徽政府宣传疫情防范##安徽快去抄河南作业##安徽新增确诊新型冠状病毒病例8例##恳请安徽宣传疫情防范# 收起全文d
                ",-10.0
2020年01月24日 07:14,4464156335969319,世纪野人,2061898043,5,8,28,"
                    【最高可判7年！从现在起，恶意逃离武汉，造成新型冠状病毒传播的，可能构成犯罪！】我国《刑法》第三百三十条规定：违反传染病防治法的规定，有下列情形之一，引起甲类传染病传播或者有传播严重危险的，处三年以下有期徒刑或者拘役；后果特别严重的，处三年以上七年以下有期徒刑。#从武汉回来请自行隔离# 2福州·闽清县 收起全文d
                ",-4
2020年01月24日 07:00,4464152687241553,嘉兴咖啡爸爸,1999959193,6,6,10,"
                    #武汉7名医生在请战书上按下红手印# 面对新型冠状病毒，如何做好防范？我们倡导大家戴口罩、勤洗手、少出门，注意个人卫生，保护自己、保护家人、保护他人。#新型冠状病毒防护知识 # L湖南卫视的微博视频 ​                ",7
2020年01月24日 06:48,4464149750811314,荆楚网,1895394815,27,13,69,"
                    【#湖北暂停全省旅行社经营活动#，#湖北大专中小学幼儿园推迟开学#】湖北省新型冠状病毒感染的肺炎疫情防控指挥部通告：为加强人员流动管理，最大限度阻断疫情传播扩散渠道，现就有关事项通告如下:一、全省旅行社从即日起暂停经营活动，不再组团收客；已经组团的一律取消或延期。二、省内大专院校、中小学、幼儿园推迟开学时间。三、省内党政机关、企事业单位、驻军及武警部队所属人员出差取消。四、各地招商引资活动一律暂停。五、省内进出武汉的客运航班、旅客列车、客运汽车、客轮一律暂时停运。湖北省新型冠状病毒感染的肺炎疫情防控指挥部2020年1月23日   #全力抗击新型冠状病毒肺炎# 收起全文d
                ",-5
2020年01月24日 06:30,4464145136973277,东方财富网,1801487174,3,11,32,"
                    【世卫组织说新型冠状病毒疫情尚未构成国际关注的突发公共卫生事件】世卫组织紧急委员会23日经过讨论后表示，目前宣布新型冠状病毒疫情构成国际关注的突发公共卫生事件为时尚早，主要原因是感染人数还比较有限，而且中国政府已实施了一系列强有力的防控措施。（新华社）O世卫组织说新型冠状病毒疫情尚未构成国际关注的突发公共卫生事件 ​                ",0.0
2020年01月24日 07:53,4464166150470056,钛媒体APP,2853016445,2,4,6,"
                    【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！#武汉加油共渡难关# L央视新闻的微博视频 收起全文d
                ",2.0
2020年01月24日 07:58,4464167480283970,大连发布,6396634787,11,5,47,"
                    #大布关注#【加强防控！这些地方全面消毒】按照市委市政府统一部署，大连各交通口岸积极做好疫情防控工作：①机场：全面启动新型冠状病毒防疫工作，对武汉-大连进港航班（包含武汉为始发站和经停站的航班）旅客实施体温检测，统筹调配相关航班停靠于15号和18号廊桥，急救中心人员上机对旅客进行检查，如发现发热旅客，立即启动应急预案；②铁路：大连站和大连北站采取对候车厅消毒、工作人员佩戴口罩等措施；③港口：在大连港旅客候船厅，工作人员使用专业消毒设备，利用旅客候船间歇对大厅进行消毒；④公交：全面启动公交车辆消毒工作；⑤地铁：对车站、列车进行全方位消毒。详↓O加强防控！这些地方全面消毒 收起全文d
                ",19
