时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月02日 14:05,4456287133457320,华西社区报官博,1663073073,0,2,2,"
                    【#武汉航班现疑似传染病人为不实消息#】1月1日，有多名网友发视频称，武汉出港航班发现疑似传染病人。因武汉近期发现多例肺炎病例，上述视频引发关注。1月2日，@武汉机场楚天情 发微博称，经多方核实，武汉天河机场及各航空公司均未发现该帖所称的疑似传染病人乘机，也无视频中出现的航班。武汉天河机场已报公安机关调查处理。请大家不要转发不实信息em class=""s-color-red"">肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。（中新网、新京报）#武汉不明原因肺炎患者转入传染病医院# 收起全文d
                ",-10
2020年01月02日 14:04,4456287066863829,充血中的海绵宝宝,5682317521,3,0,9,"
                    #武汉发现不明原因肺炎#现在啥程度了？传染不？如何预防？ ​                ",-2
2020年01月02日 14:04,4456287024803254,Emmelly,2325232674,20,2,49,"
                    #武汉发现不明原因肺炎# 武汉人民希望可以早日看到官方公布病毒检验结果，感染患者病情追踪，有无增加的感染病例？？？智商税交不起 ​                ",-3
2020年01月02日 14:03,4456286777540812,人民网舆情数据中心,2938715943,4,4,4,"
                    【武汉#不明原因肺炎患者转入传染病医院#，#市场附近居民感染肺炎#】华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-9
2020年01月02日 14:03,4456286731515731,武汉辣点事,6437892299,2,1,9,"
                    #武汉爆料#【武汉不明原因肺炎患者转入传染病医院，市场附近居民感染】武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗。此外，记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。（新京报） 收起全文d
                ",-4
2020年01月02日 14:00,4456286060538912,文艺词坊,1595702533,0,0,2,"
                    【最新进展：#武汉不明原因肺炎患者转入传染病医院#】据新京报记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。via:人民日报。 ​                ",-6
2020年01月02日 14:00,4456285917197364,新浪湖北健康频道,2049435632,0,0,1,"
                    #健康大武汉# 【最新进展：#武汉不明原因肺炎患者转入传染病医院#】据@新京报 记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 ​                ",-8
2020年01月02日 17:59,4456346164826512,V王炳强,2514010131,2,0,7,"
                    #不明原因肺炎患者转入传染病医院#我特么在广州隔着手机屏幕都咳嗽了两声，赶紧喝了一口板蓝根压压惊！所有导致紧张气氛的是社会无根据的舆论以及政府含糊其辞没有明确答案的回复才是导致武汉市民活在惊恐中的根本原因，希望政府能给市民拿出明确，肯定有效的答复。不造谣，不传谣，做好科学防护工作，注意卫生，远离肺炎高发地区！希望最后都没事！ 收起全文d
                ",2
2020年01月02日 17:59,4456346101971783,王自荣,1155439107,6,0,12,"
                    #武汉航班现疑似传染病人为不实消息#@武汉机场楚天情 辟谣了。但#不明原因肺炎患者转入传染病医院#了，#市场附近居民感染肺炎#。早点查明具体什么原因吧。 ​                ",-7
2020年01月02日 17:59,4456346004726149,第一现场,1789681642,0,1,3,"
                    【#武汉肺炎疫情患者被要求继续留院治疗# 家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属表示，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示，目前无法探望。#不明原因肺炎患者转入传染病医院#L紧急呼叫的秒拍视频 收起全文d
                ",-2
2020年01月02日 17:58,4456345979478415,绝地求深,7078498257,0,0,3,"
                    #不明原因肺炎患者转入传染病医院#尽快查出病因吧 ​                ",-3
2020年01月02日 17:58,4456345866823376,暗之赤月恶魔v,5402801080,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#不造谣，不传谣，注意清洁卫生，避免在公共场合逗留过久 ​                ",-3
2020年01月02日 17:58,4456345741117537,超级妈妈茜茜,5457808097,0,0,2,"
                    #不明原因肺炎患者转入传染病医院#不信谣不传谣等待政府部门的宣布，信谣传谣才是对不明原因肺炎最可怕的宣传！ ​                ",-7.0
2020年01月02日 17:57,4456345711924243,胡子格-微语录,1402994162,0,0,3,"
                    #不明原因肺炎患者转入传染病医院#一切以官方消息为准，不信谣不传谣！#武汉航班现疑似传染病人为不实消息# ​                ",-6
2020年01月02日 17:56,4456345363245748,一味毒药,2761735443,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#不要相信所谓媒体的言论，要等待官方消息，不要造成无谓恐慌。 ​#武汉航班现疑似传染病人为不实消息# ​​​                ",-9
2020年01月02日 17:56,4456345237602413,傻傻的可怎么办,5995597224,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#好烦哦，看这种报道我真的慌 ​                ",-3
2020年01月02日 17:55,4456345073791710,做人同吹波一样,2560694244,1,0,3,"
                    #不明原因肺炎患者转入传染病医院# 每次有这些公共安全的事件，微博都有一堆水军号在复读“不信谣不传谣”，手段低端但有效 ​                ",-3
2020年01月02日 17:55,4456345002248486,风与月相知,5637840900,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#明天就可以回家了，可是我要去汉口站，应该没啥问题吧 2武汉 ​                ",-4
2020年01月02日 17:55,4456344990127122,你说我想不想说我让你说,2833089355,0,0,1,"
                    #武汉不明原因肺炎患者转入传染病医院#家里有俩娃娃，而且是正在生病的俩娃娃，作为家长真的是太害怕这些传染疾病了！ 2抚顺 ​                ",-7.0
2020年01月02日 17:55,4456344981206810,用户7217009937,7217009937,2,0,0,"
                    #不明原因肺炎患者转入传染病医院#自己的看法。听说金银潭医院已开始腾空五楼了。媒体的说辞也很微妙 2武汉 ​                ",0.0
2020年01月02日 17:54,4456344973664951,连鹏,1641428154,4,24,86,"
                    #不明原因肺炎患者转入传染病医院# 市场附近居民感染新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。1月1日下午，在金银潭医院南四楼传染病病房门口，新京报记者看到，一位老人的儿子和儿媳正在安排她住院。 她的儿媳告诉记者，她的婆婆住在离华南海鲜市场不远的小区，平日里会去市场买东西。老人的血液检查报告单显示，已检测的10种病毒里，老人均没有感染。也就是说，她婆婆同样感染了“不明原因肺炎”。在南四楼病房门口，记者遇到了一位来给儿子送饭的母亲。据她介绍，她儿子今年二十多岁，住在华南海鲜市场对面的一个小区，但平时没去过市场买东西，去年12月30日开始发烧，起初吃了一些中成药，但病情一直反复。一位家属称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。 对于家属们对华南海鲜市场肺炎感染情况的担忧，金银潭医院工作人员表示，“不明原因肺炎”一词在普通民众听来“可能会觉得是很了不得的事”，“会恐慌”，但医院每年都会接到不明原因肺炎的就诊病例。 “因为病毒变异是很快的，有的肺炎可以立刻查出是感染了哪种病毒，有的则不能，医学上出于严谨态度，叫‘不明原因’，说白了，意思就是我们在检测过程中还没有找到它的病因，这是个病原学问题。”武汉市卫健委宣传处负责人表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。评：少去人流量大的地方，多开窗戴口罩做好预防，如有流感症状，一定要重视；查病原体需要时间，只要做好信息公开、透明，就能避免不必要的恐慌。#武汉医院回应网传SARS系谣言##武汉航班现疑似传染病人为不实消息# 收起全文d
                ",-0.5
2020年01月02日 17:54,4456344972786768,法务老司机,1497460042,1,0,5,"
                    #不明原因肺炎患者转入传染病医院##武汉不明原因肺炎患者转入传染病医院##市场附近居民感染肺炎#对于吃瓜群众而言，怕的不是得病，怕的是不明不白的得病。这是人类对未知事物的恐惧本能反应。应对这一类事件：一是依照相关防疫制度、应急法规，公开相关疫情；二是要及时通报相关发展，不能捂着，让各种流言蜚语占据舆论主要阵地；三是专家科普，医学是专业知识，吃瓜群众对医学知识了解存在很多的误解与空白，必须及时引导吃瓜群众的正确认知。 收起全文d
                ",-5
2020年01月02日 17:53,4456344717151357,小小一只鲸,6031934785,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#很想知道确认了不传染，需要去传染病医院隔离吗？如果不确认，最好不要发布出来。出现这种病况的都是海鲜市场周围的，这点就很难让人相信不是传染病。春运即将开始，出门戴口罩，勤洗手。 ​                ",-8.0
2020年01月02日 17:53,4456344625404326,Saaa_IIIIIOIIII,5219168802,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#隔离最重要，那个华南市场的其他人也要随时注意 ​                ",2.0
2020年01月02日 17:53,4456344528268310,今天又是咸鱼,5588835244,0,0,0,"
                    #不明原因肺炎患者转入传染病医院# 患者已经做了隔离处理，希望不要引起社会的恐慌，相信专家们一定会好起来的 ​                ",-1
2020年01月02日 17:52,4456344470234276,运城政法,6463753619,0,0,0,"
                    #武汉航班现疑似传染病人为不实消息#【科普：什么是肺炎？怎样预防？】肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！#武汉不明原因肺炎患者转入传染病医院#L医视频的微博视频 ​​​ L医视频的微博视频 ​                ",2.0
2020年01月02日 17:52,4456344318735644,奶绿要好好读书_,5235413856,0,0,2,"
                    #不明原因肺炎患者转入传染病医院#不听不传不造谣不必太过恐慌，不管是什么病毒，平常心应对就是，大家做好个人卫生防护工作，少去人群聚集场所 ​​​ #武汉航班现疑似传染病人为不实消息# ​​​                ",-9
2020年01月02日 17:52,4456344285425722,瑶兮儿R,5854364514,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#不信谣不传谣  大家保护好自己 ​                ",-3
2020年01月02日 17:51,4456344079839615,湄潭生活,2821374870,0,1,2,"
                    #不明原因肺炎患者转入传染病医院#【#武汉肺炎疫情患者被要求继续留院治疗# 家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属对@新京报 称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示 ​ L紧急呼叫的秒拍视频 收起全文d
                ",2
2020年01月02日 17:49,4456343597257042,黑龙江共青团,2645654357,0,2,8,"
                    #不明原因肺炎患者转入传染病医院#【纪录片揭露人体内的细胞与病毒之战】高清纪录片《神秘旅行-细胞内部之旅》将为我们揭露一个关于人类细胞与腺病毒争夺我们DNA控制权并持续了数亿年的人体内的战争故事。喜欢的马住！O网页链接  ​                ",-6
2020年01月02日 17:48,4456343462823243,减肥失败的琪琪,5641121188,0,0,3,"
                    #不明原因肺炎患者转入传染病医院#不要相信所谓媒体的言论，要等待官方消息，不要造成无谓恐慌。 ​                ",-6
2020年01月02日 17:48,4456343434184321,超稀饭咕咕典oO,5924364188,0,0,4,"
                    #不明原因肺炎患者转入传染病医院#zf能不要压了吗？越压民众越慌，越压谣言越多，我们需要真相，我不相信这么多天病原体初步检测没有一点进展？ ​                ",-3.0
2020年01月02日 17:48,4456343358143766,平安洛阳-老城分局,2088662305,0,1,3,"
                    #武汉航班现疑似传染病人为不实消息#【科普：什么是肺炎？怎样预防？】肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！#不明原因肺炎患者转入传染病医院# L医视频的微博视频 ​                ",2.0
2020年01月02日 17:48,4456343291129415,宿州砀山公安在线,2552045714,0,0,2,"
                    #武汉航班现疑似传染病人为不实消息#【科普：什么是肺炎？怎样预防？】肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！#武汉不明原因肺炎患者转入传染病医院# L医视频的微博视频 ​                ",2.0
2020年01月02日 17:48,4456343278516560,肥肥不肥喔,6512978293,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#说的让人有点害怕 ​                ",-4.5
2020年01月02日 17:48,4456343220404025,泉网视角,5573088741,0,0,1,"
                    #泉州关注#【武汉#不明原因肺炎患者转入传染病医院#，市场附近居民感染肺炎🙏】华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。（新京报）O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-7
2020年01月02日 17:48,4456343216202642,寒儿寒儿啊,5546181921,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#希望大家都能平安吧🙏🙏不管是不是谣言，都希望每个人都能平安🙏🙏 ​                ",1
2020年01月02日 17:47,4456343186121881,别说了抽不中的,7202238178,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#看起来对面的很会玩啊，懂得先加传染。 ​                ",-5
2020年01月02日 17:47,4456343131401497,成华科协,3558925725,15,49,97,"
                    非常值得一读的长文：追踪SARS的源头。致敬这些伟大的科研人员！ ​#不明原因肺炎患者转入传染病医院##武汉航班现疑似传染病人为不实消息# ​                ",-1.0
2020年01月02日 17:47,4456343002402849,来和我对线,1011182591,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#当年地方政府隐瞒封锁消息导致更大的恐慌希望这次政府能及时有效的通报病情制止病情 ​                ",-3
2020年01月02日 17:47,4456342972008506,努力学习努力致富,5175849771,5,0,1,"
                    在成都，是不是震一下弄得人心慌慌回武汉，回家没两天就爆发了不明原因肺炎哪哪怎么都不安全。 ​                ",-4
2020年01月02日 17:46,4456342770766323,iBingo,5679508036,0,0,5,"
                    #不明原因肺炎患者转入传染病医院#还是那句话，正式通告出来之前，不信谣，不传谣。希望在座的各位谨言慎行。 ​                ",-2
2020年01月02日 17:45,4456342553590531,小小白兔哥,5589366975,0,0,0,"
                    #不明原因肺炎患者转入传染病医院# ​                ",-3
2020年01月02日 17:45,4456342544284010,微醺时的恍惚,2636271893,0,0,0,"
                    #不明原因肺炎患者转入传染病医院# ​                ",-3
2020年01月02日 17:45,4456342527776940,AimizuCi慈,1565569505,0,0,2,"
                    #不明原因肺炎患者转入传染病医院#现在还是没查出原因吗？要过年了，真的要注意了 ​                ",-2
2020年01月02日 17:45,4456342473002678,武汉交通广播,1915096531,2,0,2,"
                    【#武汉不明原因肺炎患者转入传染病医院#，#市场附近居民感染肺炎#】#不明原因肺炎患者转入传染病医院#华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。（来源：新京报） 收起全文d
                ",-7
2020年01月02日 17:44,4456342418556891,我一定要去快乐星球,5790383987,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#刚开始慌的一批 现在丝毫不慌 该咋样咋样 ​                ",-3
2020年01月02日 17:44,4456342351551968,于晓攀,5883600795,3,105,16,"
                    #不明原因肺炎患者转入传染病医院# 什么是传染病，传染病会给人类带来多大的影响，一段视频告诉你，那些你不曾了解过的传染病冷知识。#科普在行动#  L丁香医生的秒拍视频 ​                ",-3
2020年01月02日 17:43,4456342192095218,来壹峰,5116058215,0,0,1,"
                    #武汉不明原因肺炎患者转入传染病医院#我去 好可怕啊 到底传染不传染啊？？？ ​                ",-5
2020年01月02日 17:43,4456342058025317,陕西新鲜事儿,2643743024,0,1,1,"
                    #不明原因肺炎患者转入传染病医院#【#武汉肺炎疫情患者被要求继续留院治疗# 家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属对@新京报 称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示，目前无法探望。#武汉航班现疑似传染病人为不实消息# L紧急呼叫的秒拍视频 收起全文d
                ",-2
2020年01月02日 17:42,4456341723029541,深圳前海艾艾贴养生谷伯寅,2215626712,0,0,6,"
                    #不明原因肺炎患者转入传染病医院#正气存内邪不可干，预防为主。 2保定 ​                ",-6
2020年01月02日 17:41,4456341680655940,昼裳微云夜观星,7101377168,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#？不是不传染吗 ​                ",-5
2020年01月02日 17:41,4456341663914017,易悠桥,3640267201,0,0,1,"
                    2武汉·汉口火车站#武汉发现不明原因肺炎##肺炎# 有人知道武汉现在是什么情况吗？放假要去汉口站汉口站又离那个海鲜市场很近怎么办啊呜呜呜 2荆门 ​                ",2
2020年01月02日 17:41,4456341601514247,慕笙很开心,2899208857,3,0,2,"
                    #不明原因肺炎患者转入传染病医院#我妹在武汉上学，昨天晚上还出去浪了！镇定的一匹！ ​                ",-5.0
2020年01月02日 17:41,4456341562768961,江怀溪Start,6838201395,1,0,0,"
                    #不明原因肺炎患者转入传染病医院#🙉哈？？昨天还是前天说不会传染吗 ​                ",-5
2020年01月02日 17:40,4456341391133105,围脖母婴频道,1790036227,112,119,110,"
                    #不明原因肺炎患者转入传染病医院#气温下降，让呼吸系统疾病有了“可乘之机”，冬季儿童最容易患感冒、肺炎等疾病，如何科学鉴别，有效预防？ 新华访谈专访首都医科大学附属北京儿童医院呼吸二科主任、主任医师赵顺英，带来权威解答。L新华网的微博视频 ​                ",0.0
2020年01月02日 17:40,4456341336987910,云中的雨在咧吧眼科医师,2125260315,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#其实，就目前的疾病防控措施，大可不必太过于担心。但是，病原地的密切接触者的流调和隔离工作就晓得尤为重要了！在没有明确治病原因和有针对性的控制和治疗之前，还是需要提高警惕，少到人群密集的地方，勤通风勤洗手，外出带口罩，看似简单，但仍然是传染病出现时最有效的预防方法。 收起全文d
                ",-2.0
2020年01月02日 17:40,4456341286073957,成华科协,3558925725,1,3,9,"
                    纪录片《人体内的住客》讲述了我们作为地球上生物密度最高的栖息地，身上到底有哪些住客？密集恐惧症就别看了！O网页链接 ​#不明原因肺炎患者转入传染病医院##武汉航班现疑似传染病人为不实消息# ​                ",-4
2020年01月02日 17:39,4456341114213653,源清科技,3481610934,9,0,3,"
                    #武汉不明原因肺炎患者转入传染病医院##市场附近居民感染肺炎# 马上要出差去武汉了，有没有什么办法可以避免传染 2北京·马哥孛罗大厦 ​                ",-2
2020年01月02日 17:39,4456341089289077,杨总独宠的外套,6606377828,0,0,3,"
                    #不明原因肺炎患者转入传染病医院#还是有传染了 ​                ",-4
2020年01月02日 17:39,4456341085030767,miss_cc小妞,2675377012,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#马上就临近过年了，中国式大迁徙，希望卫生部门专家早日查出原因，避免更多的传染。 ​                ",-5.0
2020年01月02日 17:39,4456341018015315,九和堂,6100984692,0,0,0,"
                    #不明原因肺炎患者转入传染病医院#【如何预防呼吸道传染病】呼吸道中染病害，飞沫传播流行快；咳嗽喷嚏掩口鼻，随处吐痰不应该；发热咳嗽早就医，出门要把口罩戴；勤洗双手保清洁，居室通风窗户开；公共用品常清洁，流行期间家里宅；合理营养多运动，老幼接种疫苗来。 ​                ",4
2020年01月02日 17:39,4456341017500195,蒹葭别再熬夜了好吗,5243678214,0,0,3,"
                    #不明原因肺炎患者转入传染病医院# 所以到底是传染还是不传染啊，跨年那天出去感觉街上有一半人都戴了口罩，大家还是很惜命的 ​                ",-3
2020年01月02日 17:38,4456340917042951,渭南日报社,1994238825,0,0,0,"
                    【最新进展：#武汉不明原因肺炎患者转入传染病医院#】据新京报记者走访发现，武汉华南海鲜市场相关肺炎患者已于2019年12月31日转入武汉市一家传染病专科医院进行隔离治疗。有患者表示，其病情已无大碍，希望外界不用再担心。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 ​                ",-10
2020年01月02日 17:38,4456340913374672,日本傻事,6779889094,34,14,196,"
                    #武汉不明原因肺炎患者转入传染病医院#日本人对台湾小弟的评论VS日本人对中国的评论，看看呢、同样是发生不幸的事情……对我们就是如此。也就开头几个还算口德好一些。说的最多就是中国会公开就是已经瞒不住的程度，也许有万人了，还有人提高铁被埋。还有人说中国死几个也不算数，不洗手不洗澡的习惯的地方压根不知道会有啥病出现恐怖的地方。还有说我们制造的秘密病毒武器了。还有说我们大气污染了污水了什么各种都有，还有精日觉得日本人关心我们的？呵呵，他们只关心中国人别来日本传染给日本人。 收起全文d
                ",11.5
2020年01月02日 17:38,4456340908625612,武汉检察,2794481892,8,1,5,"
                    【#武汉肺炎疫情患者被要求继续留院治疗# 家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属对@新京报 称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示，目前无法探望。#不明原因肺炎患者转入传染病医院#L紧急呼叫的秒拍视频 收起全文d
                ",1
2020年01月02日 17:38,4456340905199177,石家庄地铁君,5756451891,0,0,2,"
                    【#武汉不明原因肺炎患者转入传染病医院#，#市场附近居民感染肺炎#】#不明原因肺炎患者转入传染病医院#华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。O武汉不明原因肺炎患者转入传染病医院，市场附近居民感染 收起全文d
                ",-12
2020年01月02日 17:38,4456340896210331,神笔-----张雄伟,5893025843,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#辨证论治治病求本 ​                ",-3
2020年01月02日 17:37,4456340686782638,中国医学论坛报,1641540265,0,3,3,"
                    【O今晚8点直播⏰ 】典型/非典型肺炎究竟有何异同，诊断难点在哪？如何规范诊治？一线临床工作人员如何做好防护？……为了更好诊治不明原因肺炎，《中国医学论坛报》特邀中华医学会呼吸病学分会危重症学组组长、中国抗感染协会（IDSC）常务理事兼秘书长、解放军总医院第一医学中心呼吸与危重症医学科科主任解立新教授，做客“壹生”直播间，分享《不明原因肺炎诊治思路》。O【周四晚8点直播】解立新教授：不明原因肺炎诊治思路与防护 收起全文d
                ",1
2020年01月02日 17:37,4456340665316134,健康养生-赵琪,2275231151,0,3,11,"
                    #武汉航班现疑似传染病人为不实消息# #不明原因肺炎患者转入传染病医院# 什么是传染病，传染病会给人类带来多大的影响，一段视频告诉你，那些你不曾了解过的传染病冷知识。L丁香医生的秒拍视频 ​                ",-6
2020年01月02日 17:37,4456340644514602,寻香美食,3988622116,0,0,1,"
                    #不明原因肺炎患者转入传染病医院#普通感冒肺炎还具传染性，何况这种不明原因的肺炎，医院隔离处理是最安全的。。 ​                ",-2.0
2020年01月02日 17:37,4456340631888820,浙人无为,2902363735,1,0,2,"
                    #不明原因肺炎患者转入传染病医院#2003年的时候，因为非典型肺炎蔓延，结果全国各地许多人卫生素养一下子提高了许多。想一想当年许多人都注重卫生了进家门就洗手，在外面的公共场所也不随便的碰东西了，公交车什么的都消毒。说实话，那时候的公共场所比现在不知道干净卫生了多少倍。 ​                ",1
2020年01月02日 17:37,4456340619942621,睿夔独孤,7364016515,0,0,1,"
                    《#武汉发现不明原因肺炎# - 百度》来自百度的搜索结果O网页链接 ​                ",-2
2020年01月02日 17:37,4456340531849818,都匀检察,5685698571,8,0,8,"
                    【#武汉不明原因肺炎患者转入传染病医院#，#市场附近居民感染肺炎#】#不明原因肺炎患者转入传染病医院#华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入传染病医院隔离治疗。武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者走访发现，相关患者已于2019年12月31日转入武汉市一家突发公共卫生事件医疗救治定点医院、也是一家传染病专科医院——金银潭医院进行隔离治疗，外人和家属一律不得探视。有患者表示，其病情已无大碍，希望外界不用再担心。此外，新京报记者了解到，华南海鲜市场附近小区有居民也感染了不明原因肺炎，目前已进入上述医院隔离治疗。武汉市卫健委宣传处负责人向新京报记者表示，关于此事的所有消息会第一时间在卫健委官方网站上公布，目前没有最新进展。 收起全文d
                ",-8
2020年01月02日 19:56,4456375465698336,莘莘er,2631094027,0,0,4,"
                    #不明原因肺炎患者转入传染病医院#现在纠结到底什么时候回湖北，都不敢买票！留在广东过年，邱生肯定不同意！唉，糟心 ​                ",-4
2020年01月02日 19:55,4456375356446936,YC小小姑娘,5857174833,5,0,3,"
                    #不明原因肺炎患者转入传染病医院#害怕的不得了，我也发烧了。 ​                ",-6
2020年01月02日 19:54,4456374924402380,有钱的姑娘啊,6604684810,0,0,2,"
                    #不明原因肺炎患者转入传染病医院#尽快确定病情，不信谣，不传谣 ​                ",-2
2020年01月02日 19:53,4456374697728847,顺和本草,5931339398,0,0,4,"
                    #不明原因肺炎患者转入传染病医院#不明原因的事情太多了，等找到病因了，不知变成什么样子。为何不试试中医呢？就像非典时期，也是不明原因，最后不还是被中医治疗好了吗 ​                ",-8
2020年01月02日 19:52,4456374669184541,牛油果雪梨牛奶,7296470022,1,0,3,"
                    #不明原因肺炎患者转入传染病医院#不听不传不造谣 请大家做好个人卫生防护工作 少去人群聚集场所#武汉航班现疑似传染病人为不实消息# ​ ​​​                ",-7
2020年01月02日 19:52,4456374488482774,刘建国律师,1683497834,1,0,3,"
                    #不明原因肺炎患者转入传染病医院#要自我防范，尽量不到人流量大的场所。相信政府，相信现在的医疗条件和医疗技术，稍安勿躁。不要制造谣言，也不要相信谣言。 2郑州 ​                ",-3
2020年01月02日 19:51,4456374299376026,焦躁的凡凡,7210444430,0,0,0,"
                    人在武汉，那岂不是近期最好不要再去那一块活动了？#市场附近居民感染肺炎##武汉发现不明原因肺炎# 2武汉 ​                ",-4
2020年01月02日 19:50,4456374106688429,全民gossip,1245780372,0,0,3,"
                    #不明原因肺炎患者转入传染病医院#及时公开最新信息，点赞谁再造谣就祝你感染独自 ​                ",-2
